Renewable energy-All-purpose,Renewable energy-Biomass,Renewable energy-Geothermal,Renewable energy-Photovoltaic & solar,Renewable energy-Wave & Tidal,Renewable energy-Wind,id
0,1,0,0,0,0,9328393
0,0,0,1,0,0,9328426
0,0,0,1,0,0,9328427
0,0,0,1,0,0,9328601
0,0,0,1,0,0,9328659
1,0,0,0,0,0,9328720
0,0,0,1,0,0,9328906
0,0,0,1,0,0,9328942
0,0,0,1,0,0,9329308
0,0,0,1,0,0,9329600
0,0,0,1,0,0,9330854
0,0,0,1,0,0,9330986
0,0,0,1,0,0,9331213
0,0,0,1,0,0,9331216
0,0,0,1,0,0,9331217
0,0,0,1,0,0,9331218
0,0,0,1,0,0,9331220
0,0,0,1,0,0,9331223
0,0,0,1,0,0,9331225
0,0,0,1,0,0,9331228
0,0,0,1,0,0,9331229
0,0,0,1,0,0,9331258
0,0,0,1,0,0,9331292
0,0,0,1,0,0,9331488
0,0,0,1,0,0,9331489
0,0,0,1,0,0,9331499
0,0,0,1,0,0,9331521
0,0,1,0,0,0,9331547
0,1,0,0,0,0,9333221
0,1,0,0,0,0,9333468
0,1,0,0,0,0,9333474
0,1,0,0,0,0,9333494
0,1,0,0,0,0,9334363
0,1,0,0,0,0,9334453
0,0,0,1,0,0,9334472
0,1,0,0,0,0,9334515
0,1,0,0,0,0,9334518
0,1,0,0,0,0,9334545
0,0,0,1,0,0,9334853
0,0,0,0,1,0,9334860
0,0,0,1,0,0,9335013
0,0,0,1,0,0,9335015
0,1,0,0,0,0,9335043
0,0,0,1,0,0,9335068
0,0,0,1,0,0,9335069
0,0,0,1,0,0,9335130
0,0,0,1,0,0,9335440
0,0,0,1,0,0,9335530
0,0,0,1,0,0,9336639
0,0,0,1,0,0,9336677
0,0,0,1,0,0,9336957
0,0,0,1,0,0,9337012
0,0,0,1,0,0,9337357
0,0,0,1,0,0,9337359
0,0,0,1,0,0,9337360
0,0,0,1,0,0,9337363
0,0,0,1,0,0,9337369
0,0,0,1,0,0,9337373
0,0,0,1,0,0,9337379
0,0,0,1,0,0,9337435
0,0,0,1,0,0,9337517
0,0,0,1,0,0,9337682
0,0,0,1,0,0,9337770
0,0,0,1,0,0,9337771
0,0,0,1,0,0,9337924
0,0,0,1,0,0,9339114
0,0,0,1,0,0,9339870
0,1,0,0,0,0,9340468
0,1,0,0,0,0,9340476
0,1,0,0,0,0,9340623
0,1,0,0,0,0,9340674
0,1,0,0,0,0,9340675
0,1,0,0,0,0,9340735
0,1,0,0,0,0,9340741
0,1,0,0,0,0,9340768
0,0,0,1,0,0,9340867
0,0,0,0,1,0,9341050
0,0,1,0,0,0,9341400
0,0,0,1,0,0,9341580
0,0,0,1,0,0,9342967
0,0,0,1,0,0,9343194
0,0,0,1,0,0,9343216
0,0,0,1,0,0,9343378
0,0,0,1,0,0,9343591
0,0,0,1,0,0,9343594
0,0,0,1,0,0,9343595
0,0,0,1,0,0,9343598
0,0,0,1,0,0,9343599
0,0,0,1,0,0,9343602
0,0,0,1,0,0,9343603
0,0,0,1,0,0,9343604
0,0,0,1,0,0,9343605
0,0,0,1,0,0,9343606
0,0,0,1,0,0,9343609
0,0,0,1,0,0,9343686
1,0,0,0,0,0,9343735
0,0,0,1,0,0,9343906
0,0,0,1,0,0,9343926
0,0,0,1,0,0,9344030
0,0,0,1,0,0,9344032
0,1,0,0,0,0,9345730
0,0,0,1,0,0,9346397
0,0,0,1,0,0,9346563
0,0,0,1,0,0,9346566
0,1,0,0,0,0,9346730
0,1,0,0,0,0,9346731
0,1,0,0,0,0,9346863
0,1,0,0,0,0,9347011
0,1,0,0,0,0,9347030
0,1,0,0,0,0,9347074
0,0,0,1,0,0,9347141
0,1,0,0,0,0,9347176
0,1,0,0,0,0,9347177
0,1,0,0,0,0,9347178
1,0,0,0,0,0,9347436
0,1,0,0,0,0,9347661
0,0,0,1,0,0,9347685
0,0,0,1,0,0,9347686
0,0,0,1,0,0,9347687
1,0,0,1,0,1,9347689
0,0,0,1,0,0,9347690
0,0,0,1,0,0,9347692
0,0,0,1,0,0,9347693
0,0,0,1,0,0,9347713
0,0,0,1,0,0,9347827
1,0,0,0,0,0,9348394
0,0,0,1,0,0,9349540
0,0,0,1,0,0,9349541
0,0,0,1,0,0,9349882
0,0,0,1,0,0,9349883
0,0,0,1,0,0,9349884
0,0,0,1,0,0,9349885
0,0,0,1,0,0,9349887
0,0,0,1,0,0,9349888
0,0,0,1,0,0,9349890
0,0,0,1,0,0,9349892
0,0,0,1,0,0,9349894
0,0,0,1,0,0,9349895
0,0,0,1,0,0,9349896
0,0,0,1,0,0,9349897
0,0,0,1,0,0,9349899
0,0,0,1,0,0,9349901
0,0,0,1,0,0,9349905
0,0,0,1,0,0,9349907
0,0,0,1,0,0,9349967
0,0,0,1,0,0,9349971
0,0,0,1,0,0,9349973
0,0,0,1,0,0,9349995
1,0,0,0,0,0,9350166
0,0,0,1,0,0,9350185
0,0,0,1,0,0,9350290
0,0,0,1,0,0,9350955
1,0,0,0,0,0,9351170
1,0,1,0,0,0,9351430
0,1,0,0,0,0,9352253
0,1,0,0,0,0,9352294
0,1,0,0,0,0,9352304
0,1,0,0,0,0,9352329
0,0,0,1,0,0,9352389
0,0,0,1,0,0,9352887
0,0,0,1,0,0,9352970
0,1,0,0,0,0,9353031
0,0,0,1,0,0,9353125
0,1,0,0,0,0,9353140
0,0,0,1,0,0,9353268
0,1,0,0,0,0,9353314
0,1,0,0,0,0,9353344
0,1,0,0,0,0,9353348
0,1,0,0,0,0,9353478
0,0,0,1,0,0,9353938
0,1,0,0,0,0,9353944
0,0,0,1,0,0,9353971
0,0,0,1,0,0,9353972
0,0,0,1,0,0,9353973
0,0,0,1,0,0,9353974
0,0,0,1,0,0,9354614
0,0,0,1,0,0,9354682
0,0,0,1,0,0,9355788
0,0,0,1,0,0,9355867
0,0,0,1,0,0,9355873
0,0,0,1,0,0,9356162
0,0,0,1,0,0,9356168
0,0,0,1,0,0,9356172
0,0,0,1,0,0,9356176
0,0,0,1,0,0,9356179
0,0,0,1,0,0,9356180
0,0,0,1,0,0,9356182
0,0,0,1,0,0,9356184
0,0,0,1,0,0,9356218
0,0,0,1,0,0,9356537
0,1,0,0,0,0,9358520
0,1,0,0,0,0,9358553
0,1,0,0,0,0,9359214
0,1,0,0,0,0,9359268
0,1,0,0,0,0,9359319
0,0,0,1,0,0,9359334
0,0,0,1,0,0,9359470
0,1,0,0,0,0,9359556
0,1,0,0,0,0,9359557
0,1,0,0,0,0,9359580
0,1,0,0,0,0,9359619
0,1,0,0,0,0,9359620
0,1,0,0,0,0,9359650
0,1,0,0,0,0,9359651
0,0,0,1,0,0,9359704
0,0,0,1,0,0,9359768
0,0,0,1,0,0,9359953
0,1,0,1,0,0,9360234
0,0,0,1,0,0,9360235
0,0,1,0,0,0,9360236
0,0,0,1,0,0,9360597
0,0,0,1,0,0,9362015
0,0,0,1,0,0,9362017
0,0,0,1,0,0,9362376
0,0,0,1,0,0,9362425
0,0,0,1,0,0,9362427
0,0,0,1,0,0,9362430
0,0,0,1,0,0,9362434
0,0,0,1,0,0,9362435
0,0,0,1,0,0,9362437
0,0,0,1,0,0,9362440
0,0,0,1,0,0,9362442
0,0,0,1,0,0,9362443
0,0,0,1,0,0,9362508
0,0,0,1,0,0,9362752
0,0,0,1,0,0,9362863
0,0,0,1,0,0,9363984
0,1,0,0,0,0,9364004
0,1,0,0,0,0,9364015
0,0,0,1,0,0,9364808
0,1,0,0,0,0,9364812
0,0,0,1,0,0,9364959
0,0,0,1,0,0,9365447
0,1,0,0,0,0,9365461
0,1,0,0,0,0,9365525
0,0,0,1,0,0,9365679
0,1,0,0,0,0,9365776
0,1,0,1,0,0,9365812
0,0,0,1,0,0,9366456
0,0,0,1,0,0,9366457
0,0,0,1,0,0,9366458
0,0,0,1,0,0,9366714
0,0,0,1,0,0,9366783
0,0,0,1,0,0,9367043
0,0,0,1,0,0,9368286
0,0,0,1,0,0,9368287
0,0,0,1,0,0,9368289
0,0,0,1,0,0,9368651
0,0,0,1,0,0,9368655
0,0,0,1,0,0,9368656
0,0,0,1,0,0,9368657
0,0,0,1,0,0,9368659
0,0,0,1,0,0,9368662
0,0,0,1,0,0,9368663
0,0,0,1,0,0,9368664
0,0,0,1,0,0,9368665
0,0,0,1,0,0,9368666
0,0,0,1,0,0,9368671
0,0,0,1,0,0,9368677
0,0,0,1,0,0,9368729
0,0,0,1,0,0,9368965
1,0,0,0,0,0,9368971
0,0,0,1,0,0,9368983
0,0,0,1,0,0,9368987
0,0,0,1,0,1,9369082
0,0,0,1,0,0,9369083
0,0,0,1,0,0,9369084
0,0,0,1,0,0,9369126
0,0,0,1,0,0,9371226
0,1,0,0,0,0,9371258
0,1,0,0,0,0,9371488
0,1,0,0,0,0,9371520
0,1,0,0,0,0,9371535
0,1,0,0,0,0,9371538
0,1,0,0,0,0,9371545
0,1,0,0,0,0,9371547
0,1,0,0,0,0,9371549
0,1,0,0,0,0,9371550
0,0,1,0,0,0,9371722
0,0,0,1,0,0,9371978
0,0,0,1,0,0,9372013
0,0,0,1,0,0,9372534
0,0,0,1,0,0,9373495
0,0,0,1,0,0,9373666
0,0,0,1,0,0,9373729
0,0,0,1,0,0,9373731
0,0,0,1,0,0,9373734
0,0,0,1,0,0,9373735
0,0,0,1,0,0,9373737
0,0,0,1,0,0,9373738
0,0,0,1,0,0,9373739
0,0,0,1,0,0,9373740
0,0,0,1,0,0,9373741
0,0,0,1,0,0,9373743
0,0,0,1,0,0,9373769
0,0,0,1,0,0,9373958
0,0,0,1,0,0,9373959
0,0,0,1,0,0,9374034
0,0,0,0,1,0,9375276
0,1,0,0,0,0,9375703
0,0,0,1,0,0,9375799
0,1,0,0,0,0,9376355
0,1,0,0,0,0,9376411
0,1,0,0,0,0,9376451
0,1,0,0,0,0,9376501
0,0,0,1,0,0,9376567
0,1,0,0,0,0,9376624
0,1,0,0,0,0,9376628
0,1,0,0,0,0,9376692
0,1,0,0,0,0,9376693
0,1,0,0,0,0,9376697
0,0,1,0,0,0,9376885
0,0,0,1,0,0,9377215
0,0,0,1,0,0,9377216
0,0,0,1,0,0,9377218
0,0,0,1,0,0,9377246
0,0,0,1,0,0,9377631
0,0,0,1,0,0,9377765
0,0,0,1,0,0,9378446
0,0,0,1,0,0,9378947
0,0,0,1,0,0,9378957
0,0,0,1,0,0,9379258
0,0,0,1,0,0,9379260
0,0,0,1,0,0,9379261
0,0,0,1,0,0,9379263
0,0,0,1,0,0,9379266
0,0,0,1,0,0,9379267
0,0,0,1,0,0,9379268
0,0,0,1,0,0,9379269
0,0,0,1,0,0,9379270
0,0,0,1,0,0,9379274
0,0,0,1,0,0,9379277
0,0,0,1,0,0,9379331
1,0,0,0,0,0,9379543
1,0,0,0,0,0,9379546
0,0,0,1,0,1,9379550
0,0,0,1,0,0,9379641
0,0,0,1,0,0,9379660
0,0,0,1,0,0,9379661
0,1,0,0,0,0,9380694
0,0,0,1,0,0,9380721
0,0,0,1,0,0,9380724
0,1,0,0,0,0,9381490
0,0,0,1,0,0,9381726
0,1,0,0,0,0,9382066
0,0,0,1,0,0,9382132
0,1,0,0,0,1,9382165
0,1,0,0,0,0,9382185
0,1,0,0,0,0,9382283
0,0,0,1,0,0,9382424
0,0,0,1,0,0,9382474
0,1,0,0,0,0,9382482
0,1,0,0,0,0,9382489
0,1,0,0,0,0,9382593
0,0,0,1,0,0,9382752
0,0,0,1,0,0,9383122
0,0,0,1,0,0,9383321
0,0,0,1,0,0,9384902
0,0,0,1,0,0,9385165
0,0,0,1,0,0,9385169
0,0,0,1,0,0,9385247
0,0,0,1,0,0,9385248
0,0,0,1,0,0,9385253
0,0,0,1,0,0,9385254
0,0,0,1,0,0,9385255
0,0,0,1,0,0,9385256
0,0,0,1,0,0,9385259
0,0,0,1,0,0,9385260
0,0,0,1,0,0,9385261
0,0,0,1,0,0,9385281
0,0,1,1,0,0,9385292
0,0,0,1,0,0,9385326
0,0,0,0,1,0,9387002
0,1,0,0,0,0,9387415
0,1,0,0,0,0,9387454
0,1,0,0,0,0,9388046
0,1,0,0,0,0,9388091
0,1,0,0,0,0,9388151
0,1,0,0,0,0,9388251
0,1,0,0,0,0,9388351
0,1,0,0,0,0,9388352
0,1,0,0,0,0,9388355
0,1,0,0,0,0,9388364
0,1,0,0,0,0,9388422
0,1,0,0,0,0,9388432
0,1,0,0,0,0,9388442
0,0,0,1,0,0,9388499
0,1,0,0,0,0,9388528
0,0,1,0,0,0,9388797
0,0,0,1,0,0,9389002
0,0,0,1,0,0,9389008
0,0,0,1,0,0,9389273
1,0,0,0,0,0,9389630
0,0,0,1,0,0,9389632
0,0,0,1,0,0,9390571
0,0,0,1,0,0,9390864
0,0,0,1,0,0,9391215
0,0,0,1,0,0,9391217
0,0,0,1,0,0,9391221
0,0,0,1,0,0,9391224
0,0,0,1,0,0,9391228
0,0,0,1,0,0,9391230
0,0,0,1,0,0,9391414
0,0,0,1,0,0,9391457
0,0,0,1,0,0,9391473
0,0,0,1,0,0,9391557
0,1,0,0,0,0,9392688
0,0,0,1,0,0,9392844
1,0,0,0,0,0,9393879
0,1,0,0,0,0,9394171
0,1,0,0,0,0,9394211
0,1,0,0,0,0,9394375
0,1,0,0,0,0,9394397
0,0,0,1,0,0,9394479
0,1,0,0,0,0,9394485
0,1,0,0,0,0,9394486
0,1,0,0,0,0,9394487
0,1,0,0,0,0,9394498
0,1,0,0,0,0,9394503
0,1,0,0,0,0,9394648
1,0,1,0,0,0,9394771
0,0,0,1,0,1,9394780
0,0,0,0,1,0,9394875
0,0,0,0,1,0,9394878
0,0,0,1,0,0,9395103
0,0,0,1,0,0,9395104
0,0,0,1,0,0,9395475
0,0,0,1,0,0,9396673
0,0,0,1,0,0,9396836
0,0,0,1,0,0,9397239
0,0,0,1,0,0,9397240
0,0,0,1,0,0,9397246
0,0,0,1,0,0,9397247
0,0,0,1,0,0,9397248
0,0,0,1,0,0,9397251
0,0,0,1,0,0,9397252
0,0,0,1,0,0,9397493
0,0,0,1,0,0,9397497
0,0,0,1,0,0,9397583
0,0,0,1,0,0,9397605
0,0,0,1,0,0,9397609
0,0,0,1,0,0,9397610
0,0,0,1,0,0,9397611
0,0,0,1,0,0,9398422
0,0,0,1,0,0,9398725
0,1,0,0,0,0,9398747
0,0,0,1,0,0,9399575
0,0,0,1,0,0,9399730
0,1,0,0,0,0,9399744
0,1,0,0,0,0,9399756
0,0,0,1,0,0,9399815
0,1,0,0,0,0,9399836
0,1,0,0,0,0,9399837
1,1,0,0,0,0,9399840
0,0,0,1,0,0,9399946
0,0,0,1,0,0,9400118
0,0,0,1,0,0,9400121
0,0,0,1,0,0,9400122
0,0,0,0,1,0,9400297
0,0,0,1,0,0,9400306
0,0,0,1,0,0,9400343
0,0,0,1,0,0,9401437
0,0,0,1,0,0,9401438
0,0,0,1,0,0,9401440
0,0,0,1,0,0,9401442
0,0,0,1,0,0,9401444
0,0,0,1,0,0,9401445
0,0,0,1,0,0,9401446
0,0,0,1,0,0,9401449
0,0,0,1,0,0,9401450
0,0,0,1,0,0,9401451
0,0,0,1,0,0,9401613
0,0,0,1,0,0,9401625
0,0,0,1,0,0,9401661
0,0,0,1,0,0,9401676
0,1,0,0,0,0,9403140
0,0,0,1,0,1,9403511
0,1,0,0,0,0,9403687
0,0,1,0,0,0,9403694
0,1,0,0,0,0,9403732
0,1,0,0,0,0,9403734
0,1,0,0,0,0,9403748
0,0,0,1,0,0,9403825
0,1,0,0,0,0,9403915
0,1,0,0,0,0,9404044
0,1,0,0,0,0,9404063
0,1,0,0,0,0,9404135
0,1,0,0,0,0,9404136
0,0,0,1,0,0,9404197
0,1,0,0,0,0,9404217
0,0,1,0,0,0,9404480
0,1,0,0,0,0,9404651
0,0,0,1,0,0,9404673
0,0,0,1,0,0,9404674
0,0,0,1,0,0,9404675
0,0,0,1,0,0,9404677
0,0,0,1,0,0,9404874
0,0,0,1,0,0,9404965
0,0,0,1,0,0,9406446
0,0,0,1,0,0,9406817
0,0,0,1,0,0,9406819
0,0,0,1,0,0,9406821
0,0,0,1,0,0,9406825
1,0,0,0,0,0,9406959
0,0,0,1,0,0,9407093
0,0,0,1,0,0,9407100
0,0,0,1,0,0,9407164
0,1,0,0,0,0,9408404
0,0,0,1,0,0,9408938
0,1,0,0,0,0,9409140
0,0,0,1,0,0,9409143
0,1,0,0,0,0,9409775
0,0,0,1,0,0,9409790
0,0,0,1,0,0,9410040
0,1,0,0,0,0,9410091
0,1,0,0,0,0,9410094
0,1,0,0,0,0,9410095
0,1,0,0,0,0,9410096
0,1,0,0,0,0,9410133
0,1,0,0,0,0,9410160
0,1,0,0,0,0,9410168
0,0,0,1,0,0,9410325
0,0,1,0,0,0,9410535
0,0,0,1,0,0,9410666
0,0,0,1,0,0,9410669
0,0,0,1,0,0,9410722
0,0,0,1,0,0,9410748
0,0,0,1,0,0,9410749
0,0,0,1,0,0,9410833
0,0,0,1,0,0,9412524
0,0,0,1,0,0,9412884
0,0,0,1,0,0,9412885
0,0,0,1,0,0,9412888
0,0,0,1,0,0,9412891
0,0,0,1,0,0,9412893
0,0,0,1,0,0,9412896
0,0,0,1,0,0,9412897
0,0,0,1,0,0,9412898
0,0,0,1,0,0,9412959
0,0,0,1,0,0,9413148
0,0,0,1,0,0,9413155
0,0,0,1,0,0,9413174
0,0,0,1,0,1,9413271
0,0,0,1,0,0,9413287
0,0,0,1,0,0,9413288
0,0,0,0,1,0,9414445
0,1,0,0,0,0,9414612
0,1,0,0,0,0,9414620
0,1,0,0,0,0,9415367
0,0,0,1,0,0,9415660
1,0,0,0,0,0,9415699
0,1,0,0,0,0,9416019
0,1,0,0,0,0,9416030
0,1,0,0,0,0,9416068
0,1,0,0,0,0,9416077
0,0,0,1,0,0,9416279
0,1,0,0,0,0,9416303
0,1,0,0,0,0,9416326
0,1,0,0,0,0,9416336
0,1,0,0,0,0,9416342
0,1,0,0,0,0,9416376
0,1,0,0,0,0,9416384
1,1,1,1,0,0,9416457
0,0,1,0,0,0,9416512
0,0,0,1,0,0,9416542
0,0,0,1,0,0,9416587
0,0,0,1,0,0,9416590
0,0,0,1,0,0,9416774
0,0,0,1,0,0,9416808
0,0,0,1,0,0,9416864
0,0,0,1,0,0,9416991
1,0,0,0,0,0,9417673
0,0,0,1,0,0,9418844
0,0,0,1,0,0,9419149
0,0,0,1,0,0,9419151
0,0,0,1,0,0,9419153
0,0,0,1,0,0,9419158
0,0,0,1,0,0,9419163
0,0,0,1,0,0,9419164
0,0,0,1,0,0,9419165
0,0,0,1,0,0,9419166
0,0,0,1,0,0,9419167
0,0,0,1,0,0,9419168
0,0,0,1,0,0,9419171
0,0,0,1,0,0,9419234
1,0,0,0,0,0,9419442
0,0,0,1,0,0,9419558
0,0,0,1,0,0,9420661
0,0,0,1,0,0,9420732
0,1,0,0,0,0,9420785
0,1,0,0,0,0,9421477
0,1,0,0,0,0,9421512
0,1,0,0,0,0,9421527
0,0,1,0,0,0,9422068
0,1,0,0,0,0,9422179
0,1,0,0,0,0,9422220
0,1,0,0,0,0,9422305
0,1,0,0,0,0,9422478
1,1,0,0,0,0,9422481
0,1,0,0,0,0,9422490
0,1,0,0,0,0,9422492
0,1,0,0,0,0,9422494
0,1,0,0,0,0,9422518
0,1,0,0,0,0,9422519
0,1,0,0,0,0,9422579
0,1,0,0,0,0,9422663
0,0,0,1,0,0,9422740
0,0,0,1,0,1,9422922
0,0,0,1,0,0,9423154
0,0,0,1,0,0,9423155
0,0,0,1,0,0,9423156
0,0,0,1,0,0,9423157
0,0,1,0,0,0,9423158
0,0,1,0,0,0,9423159
0,0,0,1,0,0,9423533
0,0,0,1,0,0,9423668
0,0,0,1,0,0,9423775
0,0,0,1,0,0,9425331
0,0,0,1,0,0,9425333
0,0,0,1,0,0,9425336
0,0,0,1,0,0,9425337
0,0,0,1,0,0,9425338
0,0,0,1,0,0,9425339
0,0,0,1,0,0,9425340
0,0,0,1,0,0,9425397
0,0,0,1,0,0,9425679
0,0,0,1,0,0,9425732
0,0,0,1,0,0,9425783
0,1,0,0,0,0,9426949
0,1,0,0,0,0,9427733
1,0,0,0,0,0,9428067
0,0,0,1,0,0,9428395
0,0,0,0,1,0,9428409
0,1,0,0,0,0,9428479
0,0,0,1,0,0,9428518
0,1,0,0,0,0,9428621
0,1,0,0,0,0,9428671
0,1,0,0,0,0,9428722
0,1,0,0,0,0,9428772
0,0,1,1,0,0,9429046
0,0,0,1,0,0,9429144
0,0,0,1,0,0,9429281
0,0,0,1,0,0,9429340
0,0,0,1,0,0,9431552
0,0,0,1,0,0,9431553
0,0,0,1,0,0,9431555
0,0,0,1,0,0,9431558
0,0,0,1,0,0,9431559
0,0,0,1,0,0,9431560
0,0,0,1,0,0,9431561
0,0,0,1,0,0,9431562
0,0,0,1,0,0,9431563
0,0,0,1,0,0,9431613
0,0,0,1,0,0,9431681
0,0,0,1,0,0,9431825
0,0,0,1,0,0,9431924
0,0,0,1,0,0,9431953
0,0,0,1,0,0,9431954
0,0,0,1,0,0,9433336
0,1,0,0,0,0,9434525
0,1,0,0,0,0,9434615
0,1,0,0,0,0,9434667
0,1,0,0,0,0,9434710
0,0,0,1,0,0,9434812
0,1,0,0,0,0,9434895
0,1,0,0,0,0,9434898
0,1,0,0,0,0,9434899
0,1,0,0,0,0,9434956
0,1,0,0,0,0,9434961
0,1,0,0,0,0,9434971
0,1,0,0,0,0,9435002
0,1,0,0,0,0,9435076
0,0,0,1,0,0,9435083
1,0,0,0,1,0,9435317
0,0,0,1,0,0,9435502
0,1,0,0,0,0,9435544
0,0,0,1,0,0,9435733
0,0,0,1,0,0,9435740
0,0,0,1,0,0,9435848
0,0,0,1,0,0,9435934
0,0,0,1,0,0,9437070
0,0,0,1,0,0,9437755
0,0,0,1,0,0,9437756
0,0,0,1,0,0,9437757
0,0,0,1,0,0,9437761
0,0,0,1,0,0,9437763
0,0,0,1,0,0,9437765
0,0,0,1,0,0,9437766
0,0,0,1,0,0,9437767
0,0,0,1,0,0,9437769
0,0,0,1,0,0,9437825
0,0,0,1,0,0,9438035
0,0,0,1,0,0,9438037
1,0,0,0,0,1,9438041
0,0,0,1,0,0,9438988
0,1,0,0,0,0,9440237
0,0,0,0,1,0,9440373
0,0,0,1,0,0,9440525
0,0,0,1,0,0,9440546
0,1,0,0,0,0,9440898
0,1,0,0,0,0,9441020
0,1,0,0,0,0,9441197
0,1,0,0,0,0,9441233
0,1,0,0,0,0,9441248
0,1,0,0,0,0,9441249
0,1,0,0,0,0,9441252
0,1,0,0,0,0,9441255
0,0,0,1,0,0,9441394
0,0,0,1,0,0,9441616
0,0,0,1,0,0,9441832
0,0,0,1,0,0,9441858
0,0,1,0,0,0,9441859
0,0,0,1,0,0,9441863
0,1,0,0,0,0,9441887
0,0,0,1,0,0,9442227
0,0,0,1,0,0,9442465
0,0,0,1,0,0,9442504
0,0,0,1,0,0,9442505
0,0,1,0,0,0,9443043
1,0,0,0,0,0,9443368
0,0,0,1,0,0,9443423
0,0,0,1,0,0,9443662
0,0,0,1,0,0,9443994
0,0,0,1,0,0,9443995
0,0,0,1,0,0,9443999
0,0,0,1,0,0,9444000
0,0,0,1,0,0,9444003
0,0,0,1,0,0,9444004
0,0,0,1,0,0,9444285
0,0,0,1,0,0,9444396
0,0,0,1,0,0,9444397
0,0,0,1,0,0,9444398
0,1,0,0,0,0,9445619
0,0,0,1,0,0,9446255
0,0,0,0,1,0,9446371
0,1,0,0,0,0,9446436
0,0,0,1,0,0,9446537
0,0,0,1,0,0,9446864
0,0,0,1,0,0,9446969
0,1,0,0,0,0,9446973
0,0,0,1,0,0,9447115
0,0,0,1,0,0,9447272
0,1,0,0,0,0,9447325
0,1,0,0,0,0,9447326
0,1,0,0,0,0,9447328
0,1,0,0,0,0,9447344
0,1,0,0,0,0,9447345
0,0,0,1,0,0,9447514
0,0,0,1,0,0,9447516
1,0,0,0,0,0,9447775
0,0,1,0,0,0,9447992
0,0,0,1,0,0,9450113
0,0,0,1,0,0,9450116
0,0,0,1,0,0,9450119
0,0,0,1,0,0,9450123
0,0,0,1,0,0,9450125
0,0,0,1,0,0,9450126
0,0,0,1,0,0,9450127
0,0,0,1,0,0,9450129
0,0,0,1,0,0,9450131
0,0,0,1,0,0,9450135
0,0,0,1,0,0,9450136
0,0,0,1,0,0,9450137
0,0,0,1,0,0,9450410
0,0,0,1,0,0,9450413
0,0,0,1,0,1,9450414
0,0,0,1,0,0,9450534
0,0,0,1,0,0,9450535
0,0,0,1,0,0,9450536
0,1,0,0,0,0,9452891
0,0,0,1,0,0,9452929
0,1,0,0,0,0,9452993
0,1,0,0,0,0,9453166
0,1,0,0,0,0,9453175
0,1,0,0,0,0,9453176
0,1,0,0,0,0,9453245
0,1,0,0,0,0,9453249
0,1,0,0,0,0,9453250
0,0,0,1,0,0,9453308
0,0,0,1,0,0,9453457
0,0,0,1,0,1,9453500
1,0,0,0,0,1,9453658
0,0,0,1,0,0,9453666
1,0,0,1,0,0,9453861
0,0,0,1,0,0,9455093
0,1,0,0,0,0,9455118
0,0,0,1,0,0,9455359
0,0,0,1,0,0,9455360
0,0,0,1,0,0,9455361
0,0,0,1,0,0,9455363
0,0,0,1,0,0,9455364
0,0,0,1,0,0,9455368
0,0,0,1,0,0,9455370
1,0,0,0,0,0,9455568
0,0,0,1,0,0,9455572
0,0,0,1,0,0,9455584
0,0,0,1,0,0,9455661
0,0,0,1,0,0,9455663
0,0,0,1,0,0,9455664
0,0,0,1,0,0,9457463
0,1,0,0,0,0,9458247
0,1,0,0,0,0,9458398
0,1,0,0,0,0,9458422
0,1,0,0,0,0,9458440
0,1,0,0,0,0,9458474
0,1,0,0,0,0,9458476
0,1,0,0,0,0,9458482
0,1,0,0,0,0,9458569
1,0,0,0,0,1,9458830
1,0,0,0,0,0,9458831
0,0,0,1,0,0,9458837
0,0,0,1,0,0,9458838
0,0,0,1,0,0,9458970
0,0,0,1,0,0,9459023
0,0,0,1,0,0,9459024
0,0,0,1,0,0,9459027
0,0,0,1,0,0,9459797
0,0,0,1,0,0,9460829
0,0,0,1,0,0,9461187
0,0,0,1,0,0,9461188
0,0,0,1,0,0,9461189
0,0,0,1,0,0,9461192
0,0,0,1,0,0,9461193
0,0,0,1,0,0,9461194
0,0,0,1,0,0,9461195
0,0,0,1,0,0,9461229
0,0,0,1,0,0,9461581
0,0,0,1,0,0,9461582
0,0,0,1,0,0,9462634
0,0,0,1,0,0,9462643
0,0,0,1,0,0,9462662
0,1,0,0,0,0,9462754
0,1,0,0,0,0,9462757
0,0,0,1,0,0,9463999
0,1,0,0,0,0,9464022
0,1,0,0,0,0,9464025
0,0,0,1,0,0,9464210
0,1,0,0,0,0,9464234
0,1,0,0,0,0,9464334
1,0,0,0,0,0,9464571
0,0,0,1,0,0,9464821
1,0,0,0,0,0,9466034
0,0,0,1,0,0,9466211
0,0,0,1,0,0,9466231
0,0,0,1,0,0,9466434
0,0,0,1,0,0,9466527
0,0,0,1,0,0,9466737
0,0,0,1,0,0,9466738
0,0,0,1,0,0,9466743
0,0,0,1,0,0,9466744
0,0,0,1,0,0,9466748
0,0,0,1,0,0,9466750
0,0,0,1,0,0,9466752
0,0,0,1,0,0,9466754
0,0,0,1,0,0,9466755
0,0,0,1,0,0,9466799
0,0,0,1,0,0,9466879
1,0,0,0,0,0,9466984
0,0,0,1,0,0,9467088
0,0,0,1,0,0,9468572
0,1,0,0,0,0,9468950
0,0,0,1,0,0,9469421
0,0,0,1,0,0,9469526
1,0,0,0,0,0,9469533
0,0,0,1,0,0,9469549
1,0,1,1,0,0,9469555
0,0,0,1,0,0,9469565
0,1,0,0,0,0,9469626
0,1,0,0,0,0,9469746
