,LEGAL_BUSINESS_NAME,DBA_NAME,PHYSICAL_ADDRESS_LINE_1,PHYSICAL_ADDRESS_LINE_2,PHYSICAL_ADDRESS_CITY,PHYSICAL_ADDRESS_PROVINCE_OR_STATE,PHYSICAL_ADDRESS_ZIP,PHYSICAL_ADDRESS_ZIP4,PHYSICAL_ADDRESS_COUNTRY_CODE,ENTITY_CONGRESSIONAL_DISTRICT,CORPORATE_URL,ENTITY_STRUCTURE,STATE_OF INC,COUNTRY_OF_INC,0
169128,HYATT CORPORATION,HYATT HOTEL,900 BELLEVUE WAY NE,,BELLEVUE,WA,98004,4206.0,USA,9.0,,2K,WA,usa,"['https://www.hyatt.com/', 'https://about.hyatt.com/', 'http://investors.hyatt.com/', 'https://about.hyatt.com/en/hyatthistory.html', 'http://investors.hyatt.com/investor-relations/our-company/default.aspx', 'https://en.wikipedia.org/wiki/Hyatt', 'https://www.linkedin.com/company/hyatt', 'https://thrive.hyatt.com/', 'https://world.hyatt.com/', 'https://www.hyatt.jobs/']"
169130,HYATT CORPORATION,GRAND HYATT NEW YORK,109 E 42ND ST FL LEV3,,NEW YORK,NY,10017,5698.0,USA,12.0,,2L,NY,usa,"['https://www.hyatt.com/', 'https://about.hyatt.com/', 'http://investors.hyatt.com/', 'https://about.hyatt.com/en/hyatthistory.html', 'http://investors.hyatt.com/investor-relations/our-company/default.aspx', 'https://en.wikipedia.org/wiki/Hyatt', 'https://www.linkedin.com/company/hyatt', 'https://thrive.hyatt.com/', 'https://world.hyatt.com/', 'https://www.hyatt.jobs/']"
169131,HYATT CORPORATION,HYATT REGENCY RESTON,1800 PRESIDENTS ST STE A,,RESTON,VA,20190,5691.0,USA,11.0,,2L,VA,usa,"['https://www.hyatt.com/', 'https://about.hyatt.com/', 'http://investors.hyatt.com/', 'https://about.hyatt.com/en/hyatthistory.html', 'http://investors.hyatt.com/investor-relations/our-company/default.aspx', 'https://en.wikipedia.org/wiki/Hyatt', 'https://www.linkedin.com/company/hyatt', 'https://thrive.hyatt.com/', 'https://world.hyatt.com/', 'https://www.hyatt.jobs/']"
169371,ALLIANT TECHSYSTEMS INC.,,25201 E 78 HWY,,INDEPENDENCE,MO,64056,,USA,5.0,,2L,MO,usa,"['http://www.atk.com/', 'https://en.wikipedia.org/wiki/Alliant_Techsystems', 'https://www.fool.com/investing/general/2015/01/29/alliant-techsystems-inc-issues-its-last-earnings-r.aspx', 'https://www.linkedin.com/company/alliant-tech-systems-inc', 'http://www.nytimes.com/topic/company/orbital-atk-inc', 'https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=139606963', 'https://www.orbitalatk.com/', 'https://jobs.orbitalatk.com/', 'https://www.moodys.com/credit-ratings/Orbital-ATK-Inc-credit-rating-600015494', 'http://www.encyclopedia.com/social-sciences-and-law/economics-business-and-labor/businesses-and-occupations/alliant-techsystems']"
169390,"NEUTRONICS ENTERPRISES, INC.",,11421 W BERNARDO CT,,SAN DIEGO,CA,92127.0,1639.0,USA,52.0,,2J,CA,usa,"['http://www.neutronics.com/', 'http://analyzegas.com/representative/', 'http://neutronics.com/www.neutronics.com/program.html', 'https://neutronicsinc.com/terms-and-conditions/', 'https://en.wikipedia.org/wiki/Neutron_transport', 'http://neumotors.com/', 'https://www.linkedin.com/company/neutronic-stamping-&-plating-inc.', 'https://www.nutanix.com/what-we-do/', 'http://www.triteksolutions.com/aztec-enterprises/products.asp?cid=100000', 'http://www.amd.com/en-us/products/embedded/processors/sales']"
169573,"CJS ENTERPRISES, INC.",,11 EDENWOOD LN,,NORTH LITTLE ROCK,AR,72116.0,5110.0,USA,2.0,,2L,AR,usa,"['https://www.bbb.org/arkansas/business-reviews/contractors-general/cjs-enterprises-in-north-little-rock-ar-90278039', 'http://www.cjs-ent.com/', 'https://www.linkedin.com/company/cjs-enterprises-llc', 'http://www.cjs-ent.com/masonry-projects/', 'https://www.manta.com/c/mmfp5n1/cjs-enterprises-llc', 'https://www.yelp.com/biz/cjs-enterprises-north-haven-2', 'https://www.usbuildersreview.com/case-studies/cjs-enterprises/', 'https://www.houzz.com/pro/cjsenterprisesllcaz/cjs-enterprises-llc', 'http://physicalhomedefense.com/locations/', 'http://labor.state.ak.us/lss/forms/FY16_contractors_issued_admin_fines.pdf']"
169871,"METCO, INC.",,2701 SEWARD HWY,,SEWARD,AK,99664,9711.0,USA,0.0,,2L,AK,usa,"['http://www.metcoinc.org/', 'http://www.metcoinc.us/', 'http://www.doe.mass.edu/metco/', 'http://metcohq.com/', 'http://www.u-metco.com/', 'http://www.conmet.com/', 'http://www.metcocnc.com/', 'http://www.metcofourslide.com/', 'http://www.metcopm.com/', 'https://en.wikipedia.org/wiki/METCO']"
169893,"PERMATEX, INC.",,6875 PARKLAND BLVD,,SOLON,OH,44139,4377.0,USA,14.0,,2L,OH,usa,"['https://www.permatex.com/', 'https://www.linkedin.com/company/itw-permatex', 'https://www.permatex.com/tech-documents/sds/', 'http://www.devcon.com/permatex.cfm', 'https://www.permatex.com/ask-us/contact-us/', 'http://permatex.ca/', 'https://www.permatex.com/products/', 'http://www.vehicleservicepros.com/directory/chemicals/company/10094533/permatex-inc', 'https://www.linkedin.com/company/permatex-inc', 'http://www.followadream.net/']"
169957,"ENGINEERED SYSTEMS, INC.",,905 KALANIANAOLE HWY. #2505,,KAILUA,HI,96734.0,4661.0,USA,2.0,,2L,HI,usa,"['http://www.engineeredsystemsonline.com/', 'http://www.engsys.com/', 'http://www.esiwater.com/', 'http://engineeredsys.com/', 'http://www.com4t.com/', 'http://www.noiseproblems.com/', 'http://mwes.com/', 'http://www.es2ok.com/', 'http://www.selectses.com/', 'https://bsrengineeredsystems.com/']"
170309,CHAMPLAIN CABLE CORPORATION,,175 HERCULES DR,,COLCHESTER,VT,5446,5925.0,USA,0.0,,2L,DE,usa,"['https://www.champcable.com/', 'https://www.linkedin.com/company/champlain-cable-corporation', 'https://www.champcable.com/contact-us/', 'https://www.monster.com/jobs/c-champlain-cable-corporation-l-colchester,-vt.aspx', 'https://www.champcable.com/careers/', 'https://www.monster.com/jobs/c-champlain-cable-corporation.aspx', 'https://www.champcable.com/product/', 'https://www.nema.org/Manufacturers/Pages/Champlain-Cable-Corporation.aspx', 'http://www.vermontbiz.com/company/champlain-cable-corp', 'http://www.thomasnet.com/profile/10007766/champlain-cable-corporation.html']"
170349,"MMTC, INC",,12 ROSZEL RD STE A203,,PRINCETON,NJ,08540,6286.0,USA,12.0,,2L,DE,usa,"['https://www.mmtcinc.com/', 'http://www.northshorecommercialdoor.com/mmtcinc.html', 'http://www.accessdistributioncentre.com/manufacturers.php?manufacturerid=50', 'https://www.facebook.com/pages/Mmtc-Inc/127447413975181', 'https://m.newegg.com/products/9SIA3M448X7935', 'http://www.mmtc.com/', 'http://mmtconline.org/about-us/', 'https://www.gatesandcontrols.com/index.aspx?section=ORcatalog&category=all&manufacturer=all&items=no', 'https://www.newegg.com/Product/Product.aspx?Item=9SIA3M448X7935', 'https://finance.yahoo.com/q?s=mmtc']"
170393,KOPIN CORPORATION,,125 NORTH DR,,WESTBOROUGH,MA,1581,3335.0,USA,2.0,,2L,DE,usa,"['http://www.kopin.com/', 'https://en.wikipedia.org/wiki/Kopin_Corporation', 'http://www.kopin.com/investors/overview/default.aspx', 'https://finance.yahoo.com/quote/KOPN/', 'http://www.kopin.com/capabilities/display/default.aspx', 'http://www.google.com/finance?q=NASDAQ:KOPN', 'http://www.kopin.com/contact/', 'https://www.linkedin.com/company/kopin-corporation', 'https://finance.yahoo.com/q?s=kopn', 'https://seekingalpha.com/symbol/KOPN']"
170958,"DELTA ELECTRONICS, INC.",DELTA MEDIA SYSTEMS,219 CLINTON BLVD,,CLINTON,MS,39056,5119.0,USA,2.0,,2L,MS,usa,"['http://www.deltaww.com/', 'http://www.deltaelectronics.com/', 'http://www.deltaww.com/Products/CategoryListT1.aspx?CID=06&hl=en-US', 'http://www.dedms.com/', 'http://www.delta.com.tw/', 'http://www.delta-americas.com/', 'http://delta-electronics.com/', 'https://www.bloomberg.com/quote/2308:TT', 'https://www.linkedin.com/company/delta-electronics', 'http://www.morningstar.com/stocks/XTAI/2308/quote.html']"
171187,NATUS MEDICAL INCORPORATED,,6701 KOLL CENTER PKWY STE 120,,PLEASANTON,CA,94566.0,8061.0,USA,15.0,,2L,DE,usa,"['http://www.natus.com/', 'https://www.glassdoor.com/Reviews/Natus-Medical-Reviews-E12479.htm', 'http://www.natus.com/index.cfm?page=careers&crid=14', 'http://finance.yahoo.com/q?s=baby', 'http://www.natus.com/index.cfm?page=contact&crid=6', 'http://investor.natus.com/', 'http://www.natus.com/index.cfm?page=company&crid=2', 'https://finance.yahoo.com/quote/BABY/', 'https://www.linkedin.com/company/natus-medical', 'http://www.google.com/finance?q=NASDAQ:BABY']"
171189,"ORENCO SYSTEMS, INC.",O S I,814 AIRWAY AVE,,SUTHERLIN,OR,97479,9011.0,USA,4.0,,2L,OR,usa,"['http://www.orenco.com/', 'https://www.facebook.com/orencosystems/', 'http://www.orenco.com/product_catalogs/', 'https://www.linkedin.com/company/orenco-systems-inc.', 'http://www.orenco.com/corporate/distributor_locator/', 'http://www.rcworst.com/Orenco-Systems-Inc-c210.html', 'http://www.orenco.com/corporate/contact_us.cfm', 'https://www.wwdmag.com/node/23590', 'https://www.orenco.com/corporate/operator_resources/', 'http://www.thomasnet.com/profile/10061819/orenco-systems-inc.html']"
175058,"BIOMEDICAL RESEARCH AND DEVELOPMENT LABORATORIES, INC.",BRANDEL,8561 ATLAS DRIVE,,GAITHERSBURG,MD,20877,4135.0,USA,6.0,,2L,MD,usa,"['https://www.research.va.gov/services/blrd/', 'http://brlscience.com/', 'https://frederick.cancer.gov/', 'https://www.nsf.gov/statistics/ffrdclist/', 'http://www.vet.cornell.edu/biosci/immuno/', 'https://en.wikipedia.org/wiki/Federally_funded_research_and_development_centers', 'http://www.biospace.com/company_profile.aspx?CompanyId=87104', 'https://en.wikipedia.org/wiki/Frederick_National_Laboratory_for_Cancer_Research', 'https://www.ncbi.nlm.nih.gov/books/NBK218273/', 'http://www.epipeline.com/mktng/nl-articles/naics-code-541712.html']"
175650,IXYS CORPORATION,,1590 BUCKEYE DR,,MILPITAS,CA,95035.0,7418.0,USA,17.0,,2L,DE,usa,"['http://www.ixys.com/', 'https://en.wikipedia.org/wiki/IXYS_Corporation', 'https://finance.yahoo.com/quote/IXYS/', 'http://www.ixyspower.com/', 'https://www.linkedin.com/company/ixys-corporation', 'http://www.marketwatch.com/investing/stock/ixys', 'http://www.google.com/finance?q=NASDAQ:IXYS', 'https://www.digikey.com/en/supplier-centers/i/ixys-corporation', 'https://ixyscolorado.com/', 'https://globenewswire.com/news-release/2017/08/02/1071220/0/en/IXYS-Corporation-Reports-Results-for-the-June-2017-Quarter.html']"
175700,"SPRAGUE DEVICES, INC.",,527 W US HWY 20,,MICHIGAN CITY,IN,46360,6835.0,USA,1.0,,2L,IN,usa,"['http://cvgrp.com/sprague-devices/', 'http://us.kompass.com/c/sprague-devices-inc/us853637/', 'http://cvgrp.com/our-products/wiper-systems-mirrors-controls/', 'https://www.linkedin.com/company/sprague-devices-inc', 'http://cvgrp.com/', 'https://www.facebook.com/SpragueDevices/', 'https://www.digikey.com/en/supplier-centers/v/vishay-sprague', 'https://en.wikipedia.org/wiki/Robert_C._Sprague', 'http://www.glassbytes.com/2013/09/volvo-recalls-trucks-over-potential-windshield-wiper-failure/', 'https://www.monster.com/company/profiles/commercialvehiclegroup']"
175927,"HILLS, INC.",,7785 ELLIS RD,,MELBOURNE,FL,32904.0,1105.0,USA,8.0,,2L,FL,usa,"['http://hillsinc.net/', 'http://hills-inc.org/', 'http://www.hillsinc.com/', 'https://www.linkedin.com/company/hills-inc.', 'http://hills-inc.org/trips/', 'http://blackhillsinc.com/', 'https://www.fda.gov/iceci/enforcementactions/warningletters/2017/ucm536757.htm', 'http://southernhillsinc.org/', 'http://www.homeadvisor.com/rated.BlackHillsInc.58964397.html', 'http://rsandh.com/']"
176467,"PAKOR, INC.",,6450 WEDGEWOOD RD N STE 110,,OSSEO,MN,55311.0,3648.0,USA,3.0,,2L,MN,usa,"['https://www.pakor.com/', 'http://www.printingnews.com/company/10317745/pakor-inc', 'https://www.manta.com/c/mm8k4cq/pakor-inc', 'https://www.youtube.com/channel/UCapLSZHL76_lCFZ_8ELCC9Q', 'https://www.linkedin.com/company/pakor-inc.', 'https://www.yellowpages.com/maple-grove-mn/mip/pakor-inc-503095056', 'http://www.direporter.com/industry-news/corporate-news/pakor-inks-deal-champion-digital-ink', 'https://www.linkedin.com/in/mike-wodushek-37744a13', 'http://www.direporter.com/products/kiosks-minilabs/pakor-inks-fujifilm-frontier-s-dx100', 'http://www.imaginginfo.com/print/PTN/News-and-Notes/2$3679']"
176709,KALWALL CORPORATION,,1111 CANDIA RD,,MANCHESTER,NH,3109,5207.0,USA,1.0,,2L,NH,usa,"['https://www.kalwall.com/', 'https://www.linkedin.com/company/kalwall-corporation', 'https://www.kalwall.com/contact/careers/', 'http://www.arcat.com/arcatcos/cos33/arc33512.html', 'https://www.kalwall.com/kalwall-products/facades/walls/', 'http://www.kalwall.com/wp-content/uploads/2015/02/wall-spec.docx', 'http://www.icc-es.org/Reports/pdf_files/ESR-2464.pdf', 'http://www.kalwall.com/wp-content/uploads/2015/02/Masterspec.docx', 'http://www.daylightmodeling.com/', 'https://www.crunchbase.com/organization/kalwall-corporation']"
176710,"PIONEER PACKAGING, INC.",,730 E UNIVERSITY DR,,PHOENIX,AZ,85034,6509.0,USA,7.0,,2L,AZ,usa,"['http://pioneerpackaginginc.com/', 'https://pioneernorthwest.com/', 'http://www.pioneerpackinginc.com/', 'http://www.pioneerink.com/', 'http://www.pioneerchicago.com/', 'http://pioneerphoenix.com/', 'http://www.pioneerpacking.com/', 'http://www.pioneerpackagingcompany.com/', 'https://www.linkedin.com/company/pioneer-packaging', 'https://www2.pioneersantaana.net/']"
176714,"LEXMARK INTERNATIONAL, INC.",LEXMARK,1100 15TH ST NW STE 700,,WASHINGTON,DC,20005.0,1760.0,USA,98.0,,2L,DE,usa,"['https://www.lexmark.com/', 'http://www.lexmark.com/en_us/about/company.html', 'https://www.lexmark.com/en_us/contact-us.html', 'https://en.wikipedia.org/wiki/Lexmark', 'https://www.supremecourt.gov/opinions/16pdf/15-1189_ebfj.pdf', 'https://www.linkedin.com/company/lexmark', 'http://www.scotusblog.com/case-files/cases/impression-products-inc-v-lexmark-international-inc/', 'https://www.fool.com/investing/2016/09/30/lexmark-international-inc-stock-jumps-as-buyout-lo.aspx', 'http://finance.yahoo.com/q?s=LXK', 'https://www.oyez.org/cases/2016/15-1189']"
196494,"SOLID STATE DEVICES, INC.",,14701 FIRESTONE BLVD,,LA MIRADA,CA,90638.0,5918.0,USA,38.0,,2L,CA,usa,"['http://www.ssdi-power.com/', 'https://www.linkedin.com/company/solid-state-devices-inc-', 'https://www.ssdi-power.com/About-Careers.aspx', 'https://www.ziprecruiter.com/jobs/solid-state-devices-inc-5878dd8b', 'https://www.ssdi-power.com/Contact.aspx', 'http://openjurist.org/130/f3d/853/grand-jury-investigation-concerning-solid-state-devices-inc-solid-state-devices-inc-v-united-states', 'http://sourceesb.com/solidstatedevices/distributors-and-vendors', 'https://www.facebook.com/Solid-State-Devices-Inc-SSDI-161156713909073/', 'http://www.thomasnet.com/profile/01299955/solid-state-devices-inc.html', 'http://www.payscale.com/research/US/Employer=Special_Devices_Inc./Salary']"
196542,"AIR TURBINE TECHNOLOGY, INC.",,1225 BROKEN SOUND PKWY NW STE D,,BOCA RATON,FL,33487,3533.0,USA,22.0,,2L,FL,usa,"['http://www.airturbinetools.com/', 'https://www.manta.com/c/mmjhh8c/air-turbine-technology-inc', 'http://www.airturbinetools.com/general/contact_us.html', 'http://www.toolkrib.com/manufacturers_air_turbine.php', 'http://www.airturbinetools.com/catalogs/english_cat.html', 'https://vimeo.com/116962124', 'http://www.airturbinetools.com/spindles/high_speed_spindles.html', 'https://www.linkedin.com/company/air-turbine-tools', 'http://www.4dca.org/opinions/June%202015/06-03-15/4D14-110.op.pdf', 'http://visionairwind.com/']"
196543,"MIDTRONICS, INC.",,7000 MONROE ST,,WILLOWBROOK,IL,60527,5654.0,USA,11.0,,2L,IL,usa,"['http://www.midtronics.com/', 'http://www.stationary-power.com/', 'http://www.midtronics.com/contact-us', 'https://www.linkedin.com/company/midtronics', 'http://www.midtronics.com/about-us', 'https://www.glassdoor.com/Reviews/Midtronics-Reviews-E259277.htm', 'http://www.vehicleservicepros.com/directory/electrical-system-tools-and-equipment/company/10095274/midtronics-inc', 'http://www.myvisajobs.com/Visa-Sponsor/Midtronics/358031.htm', 'https://www.amazon.com/Midtronics-PSC-550S-KIT-Battery-Charger/dp/B002YKCQE2', 'https://acura.snapon.com/HondaAcura/search.aspx?searchLink=sup&keyword=MIDTRONICS+INC']"
196584,"PROGRESSIVE ELECTRONICS, INC.",,6102 ARLINGTON AVE,,RAYTOWN,MO,64133,3816.0,USA,5.0,,2L,MO,usa,"['http://peikc.com/', 'http://www.lashen.com/vendors/tempo/default.asp', 'http://www.ebay.com/bhp/progressive-electronics', 'http://www.ecmweb.com/contractor/progressive-electronics-changes-name-tempo-mesa', 'http://www.lashen.com/vendors/tempo/manuals/default.asp', 'https://www.linkedin.com/company/progressive-electronics-inc.', 'https://www.yellowpages.com/raytown-mo/mip/progressive-electronics-6857870', 'http://www.cablinginstall.com/articles/2001/11/progressive-electronics-officially-takes-tempo-name.html', 'https://www.youtube.com/watch?v=UwC7sYZM8Wc', 'http://www.pie-corp.com/']"
196585,POLYLOOM CORPORATION OF AMERICA,,1131 BROADWAY ST,,DAYTON,TN,37321,1802.0,USA,4.0,,2L,TN,usa,"['http://www.cca.com/investors/financial-information/annual-reports', 'http://www.tencate.com/amer/grass/default.aspx', 'http://www.synturf.org/images/Fieldturf_Tencate_lawsuit.pdf', 'https://www.google.com/patents/US3309259', 'http://www.greenfieldsusa.com/', 'https://www.kent-opc.org/yourca.html', 'http://www.prnewswire.com/news-releases/tencate-grass-acquires-synthetic-grass-warehouse-300433073.html', 'http://patentimages.storage.googleapis.com/pdfs/US6051300.pdf', 'http://www.google.com/patents/US20090300982', 'https://en.wikipedia.org/wiki/Shell_corporation']"
196590,G.S. BLODGETT CORPORATION,BLODGETT OVEN CO,44 LAKESIDE AVE,,BURLINGTON,VT,5401.0,5242.0,USA,0.0,,2L,VT,usa,"['http://www.blodgett.com/', 'http://www.referenceforbusiness.com/history2/17/G-S-Blodgett-Corporation.html', 'http://www.blodgett.com/contact-us/', 'https://www.manta.com/c/mm81v6r/g-s-blodgett-corporation', 'http://www.blodgett.com/products/convection-ovens/', 'https://www.linkedin.com/company/blodgett-oven-company', 'http://www.blodgett.com/careers/', 'https://vtdigger.org/2017/07/18/blodgett-company-staying-chittenden-county-expands/', 'https://en.wikipedia.org/wiki/Middleby_Corporation', 'http://www.uvm.edu/~hp206/2013/pages/obenauer/index.html']"
196591,G.S. BLODGETT CORPORATION,BLODGETT COMBI,50 LAKESIDE AVE,,BURLINGTON,VT,5401,5242.0,USA,0.0,,2L,VT,usa,"['http://www.blodgett.com/', 'http://www.referenceforbusiness.com/history2/17/G-S-Blodgett-Corporation.html', 'http://www.blodgett.com/contact-us/', 'https://www.manta.com/c/mm81v6r/g-s-blodgett-corporation', 'http://www.blodgett.com/products/convection-ovens/', 'https://www.linkedin.com/company/blodgett-oven-company', 'http://www.blodgett.com/careers/', 'https://vtdigger.org/2017/07/18/blodgett-company-staying-chittenden-county-expands/', 'https://en.wikipedia.org/wiki/Middleby_Corporation', 'http://www.uvm.edu/~hp206/2013/pages/obenauer/index.html']"
196592,"RESEARCH INTERNATIONAL, INC.",,17161 BEATON ROAD SE,,MONROE,WA,98272,1034.0,USA,1.0,,2L,WA,usa,"['http://www.resrchintl.com/', 'https://en.wikipedia.org/wiki/Research_International', 'https://www.linkedin.com/company/research-international-inc.', 'http://tri-intl.com/', 'http://www.quantum-intl.com/', 'http://www.snmp.com/', 'http://www.tprinternational.com/', 'http://www.tri-plc.com/', 'https://www.tonyrobbins.com/', 'http://www.cri-research.com/']"
196598,"JLG INDUSTRIES, INC.",,7820 LINCOLN AVE,,RIVERSIDE,CA,92504,4443.0,USA,41.0,,2L,PA,usa,"['https://www.jlg.com/en', 'https://en.wikipedia.org/wiki/JLG_Industries', 'https://www.jlg.com/en/about-jlg/contact-us', 'http://www.jlgind.com/', 'https://www.jlg.com/en/equipment', 'http://www.forconstructionpros.com/trucks/trucks-accessories/company/10073474/jlg-industries-inc', 'https://www.linkedin.com/company/jlg-industries', 'http://www.aviationpros.com/company/10017497/jlg-industries-inc', 'http://www.casebriefs.com/blog/law/torts/torts-keyed-to-prosser/joint-tortfeasors/coney-v-j-l-g-industries-inc/', 'http://www.cleveland.com/business/index.ssf/2017/01/jlg_industries_to_close_ohio_p.html']"
196602,"JLG INDUSTRIES, INC.",,5211 S 3RD ST STE A,,MILWAUKEE,WI,53207,6006.0,USA,4.0,,2L,WI,usa,"['https://www.jlg.com/en', 'https://en.wikipedia.org/wiki/JLG_Industries', 'https://www.jlg.com/en/about-jlg/contact-us', 'http://www.jlgind.com/', 'https://www.jlg.com/en/equipment', 'http://www.forconstructionpros.com/trucks/trucks-accessories/company/10073474/jlg-industries-inc', 'https://www.linkedin.com/company/jlg-industries', 'http://www.aviationpros.com/company/10017497/jlg-industries-inc', 'http://www.casebriefs.com/blog/law/torts/torts-keyed-to-prosser/joint-tortfeasors/coney-v-j-l-g-industries-inc/', 'http://www.cleveland.com/business/index.ssf/2017/01/jlg_industries_to_close_ohio_p.html']"
196629,"SONOSCAN, INC.",,2149 E PRATT BLVD,,ELK GROVE VILLAGE,IL,60007.0,5914.0,USA,8.0,,2L,DE,usa,"['http://sonoscan.com/', 'https://www.linkedin.com/company/sonoscan-inc', 'http://sonoscan.com/instruments', 'https://www.glassdoor.com/Overview/Working-at-Sonoscan-EI_IE366302.11,19.htm', 'http://sonoscan.com/support/careers', 'http://www.thomasnet.com/profile/00436761/sonoscan-inc.html', 'http://sonoscan.com/why-sonoscan/sonoscan-leadership', 'https://sonoscan.com/instruments/gen6', 'https://www.manta.com/c/mm2jvjz/sonoscan-inc', 'http://www.semi.org/en/members/sonoscan-inc']"
196639,MOOG INC.,,115 JACK GUYNN DR,,GALAX,VA,24333.0,2536.0,USA,9.0,,2L,NY,usa,"['http://www.moog.com/', 'https://en.wikipedia.org/wiki/Moog_Inc.', 'http://www.moog.com/careers.html', 'https://www.linkedin.com/company/moog', 'http://www.moog.com/about-us.html', 'https://www.indeed.com/cmp/Moog,-Inc/reviews', 'http://www.moog.com/contact-us.html', 'https://www.facebook.com/MoogInc/', 'https://finance.yahoo.com/quote/MOG-A/', 'https://www.bloomberg.com/quote/MOG/A:US']"
196859,"SURFACE COMBUSTION, INC.",,1700 INDIAN WOOD CIR,,MAUMEE,OH,43537,4005.0,USA,5.0,,2L,OH,usa,"['https://www.surfacecombustion.com/', 'https://en.wikipedia.org/wiki/Surface_Combustion', 'https://www.surfacecombustion.com/contact-us/', 'https://www.linkedin.com/company/surface-combustion-inc-', 'https://www.surfacecombustion.com/about-us/', 'http://www.industrialheating.com/directories/2169-buyers-guide/listing/6864-surface-combustion-inc', 'https://www.surfacecombustion.com/products/', 'https://www.glassdoor.com/Salary/Surface-Combustion-Salaries-E312277.htm', 'https://www.utoledo.edu/library/canaday/HTML_findingaids/MSS-296.html', 'http://www.gearsolutions.com/article/detail/6002/company-profile-surface-combustion-inc']"
196865,"LUCITE INTERNATIONAL, INC.",,10800 RIDGEWAY INDUSTRIAL DR,,OLIVE BRANCH,MS,38654,4169.0,USA,1.0,,2L,TN,usa,"['http://www.luciteinternational.com/', 'https://www.linkedin.com/company/lucite-international', 'http://www.luciteinternational.com/careers-current-opportunities-58/', 'http://blog.luciteinternational.com/', 'http://www.luciteinternational.com/about-us-company-overview-13/', 'https://www.facebook.com/LuciteInternational/', 'http://www.luciteinternational.com/contacts-1-88/', 'http://lucitelux.com/', 'http://blog.luciteinternational.com/category/company-news/', 'https://www.yellowpages.com/cordova-tn/mip/lucite-international-inc-2447622']"
196881,"GOJO INDUSTRIES, INC.",GOJO,1 GOJO PLZ STE 500,,AKRON,OH,44311,1085.0,USA,11.0,,2L,OH,usa,"['http://www.gojo.com/', 'https://en.wikipedia.org/wiki/Gojo_Industries', 'http://www.gojo.com/en/SDS', 'https://www.linkedin.com/company/gojo-industries', 'http://www.gojo.com/en/Contact-Us', 'https://www.indeed.com/cmp/Gojo-Industries', 'http://www.gojo.com/healthcare', 'https://www.ohio.com/akron/writers/betty-linfisher/gojo-industries-looks-to-future-with-new-products-expansion-in-facilities', 'http://www.bloomberg.com/profiles/companies/390385Z:US-gojo-industries-inc', 'https://www.slideshare.net/GOJOIndustries']"
197192,"ENTROPIC SYSTEMS, INC.",,263 4TH AVE S #201,,EDMONDS,WA,98020.0,8405.0,USA,7.0,,2L,MA,usa,"['https://www.linkedin.com/company/entropic-communications', 'https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1337507', 'https://en.wikipedia.org/wiki/Entropic_Communications', 'http://www.dictionary.com/browse/entropic', 'http://www.thefreedictionary.com/entropic', 'http://www.maxlinear.com/', 'http://journals.ametsoc.org/doi/abs/10.1175/JAS-D-13-0211.1', 'http://medical-dictionary.thefreedictionary.com/entropic', 'http://www.creativeapplications.net/processing/delineation-decay-laleh-mehrans-entropic-system/', 'http://www.speech.cs.cmu.edu/comp.speech/Section1/Labs/esps.html']"
197230,UNIVERSAL INSTRUMENTS CORPORATION,UNIVERSAL INSTRUMENTS,33 BROOME CORPORATE PKWY,,CONKLIN,NY,13748,1510.0,USA,22.0,,2L,DE,usa,"['http://www.uic.com/', 'https://www.linkedin.com/company/universal-instruments', 'http://www.uic.com/about-us/careers/', 'http://parts.uic.com/', 'http://www.uic.com/contact-us/', 'https://www.glassdoor.com/Reviews/Universal-Instruments-Reviews-E246884.htm', 'http://www.uic.com/about-us/', 'http://de.uic.com/', 'https://www.facebook.com/universalinstruments/', 'http://www.smtnet.com/company/index.cfm?fuseaction=view_company&company_id=46383']"
197253,"DORNOCH MEDICAL SYSTEMS, INC.",,4032 NW RIVERSIDE DR,,KANSAS CITY,MO,64150,9623.0,USA,6.0,,2L,IL,usa,"['https://www.linkedin.com/company/dornoch-medical-systems-inc-', 'https://www.youtube.com/watch?v=DJBZrKCnvrE', 'https://www.surgicalproductsmag.com/company-profiles/dornoch-medical-systems-inc', 'http://www.zimmerbiomet.com/medical-professionals/surgical-and-operating-room-solutions/product/intellicart-system.html', 'https://zimmerbiomet.tv/videos/1068', 'http://service.zimmer.com/transposal-ultraflex-fluid-carts', 'https://www.accessdata.fda.gov/cdrh_docs/pdf16/K162421.pdf', 'http://www.manta.com/c/mmcr8zn/dornoch-medical-systems-inc', 'http://www.dornoch.com/', 'https://www.yellowpages.com/riverside-mo/mip/dornoch-medical-systems-3237977']"
197546,"IMPCO TECHNOLOGIES, INC.",PRODUCTIVE CONCEPTS INTERNATIONAL,1274 S STATE ROAD 32,,UNION CITY,IN,47390,9130.0,USA,6.0,,2L,DE,usa,"['http://www.impco.ws/', 'http://www.impcotechnologies.com/contacts-services.asp', 'http://www.impco.ws/impco-usa.asp', 'http://impcoautomotive.com/', 'http://www.impco.ws/our-company.asp', 'https://www.linkedin.com/company/impco-technologies', 'http://www.impco.ws/product.asp', 'https://www.linkedin.com/company/gfi-control-systems', 'http://wfsinc.com/news-releases/2016/impco-technologies-releases-new-gs2-high-flow-cng-fuel-injector', 'http://www.impcotechnologies.com/employee-resources.asp']"
