patent_id,assignee_id,id,type,name_first,name_last,organization,compare_organization,DUNS,DUNS4,CAGE_CODE,DODAAC,LEGAL_BUSINESS_NAME,DBA_NAME,PHYSICAL_ADDRESS_LINE_1,PHYSICAL_ADDRESS_LINE_2,PHYSICAL_ADDRESS_CITY,PHYSICAL_ADDRESS_PROVINCE_OR_STATE,PHYSICAL_ADDRESS_ZIP,PHYSICAL_ADDRESS_ZIP4,PHYSICAL_ADDRESS_COUNTRY_CODE,ENTITY_CONGRESSIONAL_DISTRICT,CORPORATE_URL,ENTITY_STRUCTURE,STATE_OF INC,COUNTRY_OF_INC,BUSINESS_TYPE_COUNTER,BUSINESS_TYPES,PRIMARY_NAICS,NAICS_CODE_COUNTER,NAICS_CODES,PSC_CODE_COUNTER,PSC_CODES,SBA_BUSINESS_TYPES_COUNTER,SBA_BUSINESS_TYPES,compare_lbn,compare_dban
6628857,8358fdb0b9f8eed7960f48b3b84da94c,8358fdb0b9f8eed7960f48b3b84da94c,2.0,,,TEALIUM INC.,tealium inc.,826859154,,6RZW9,,TEALIUM INC.,,11085 TORREYANA RD FL 2,,SAN DIEGO,CA,92121,1104.0,USA,49.0,,2L,CA,USA,2.0,2X~VW,518210.0,1.0,518210Y,1.0,9999,0.0,,tealium inc.,
4882069,8d8397bb2ef6d025f137a6c09ee9ce09,8d8397bb2ef6d025f137a6c09ee9ce09,2.0,,,"Continental Manufacturing, LLC","continental manufacturing, llc",791068732,,75ET6,,"CONTINENTAL MANUFACTURING, LLC",SOLAS RAY,1524 JACKSON ST,,ANDERSON,IN,46016,1621.0,USA,5.0,,2K,IN,USA,5.0,27~2X~8W~A2~MF,335122.0,5.0,238210N~335121Y~335122Y~335129Y~561320Y,1.0,6210,0.0,,"continental manufacturing, llc",solas ray
4724085,8d8397bb2ef6d025f137a6c09ee9ce09,8d8397bb2ef6d025f137a6c09ee9ce09,2.0,,,"Continental Manufacturing, LLC","continental manufacturing, llc",791068732,,75ET6,,"CONTINENTAL MANUFACTURING, LLC",SOLAS RAY,1524 JACKSON ST,,ANDERSON,IN,46016,1621.0,USA,5.0,,2K,IN,USA,5.0,27~2X~8W~A2~MF,335122.0,5.0,238210N~335121Y~335122Y~335129Y~561320Y,1.0,6210,0.0,,"continental manufacturing, llc",solas ray
9494297,8d8397bb2ef6d025f137a6c09ee9ce09,8d8397bb2ef6d025f137a6c09ee9ce09,2.0,,,"Continental Manufacturing, LLC","continental manufacturing, llc",791068732,,75ET6,,"CONTINENTAL MANUFACTURING, LLC",SOLAS RAY,1524 JACKSON ST,,ANDERSON,IN,46016,1621.0,USA,5.0,,2K,IN,USA,5.0,27~2X~8W~A2~MF,335122.0,5.0,238210N~335121Y~335122Y~335129Y~561320Y,1.0,6210,0.0,,"continental manufacturing, llc",solas ray
4576714,8d8397bb2ef6d025f137a6c09ee9ce09,8d8397bb2ef6d025f137a6c09ee9ce09,2.0,,,"Continental Manufacturing, LLC","continental manufacturing, llc",791068732,,75ET6,,"CONTINENTAL MANUFACTURING, LLC",SOLAS RAY,1524 JACKSON ST,,ANDERSON,IN,46016,1621.0,USA,5.0,,2K,IN,USA,5.0,27~2X~8W~A2~MF,335122.0,5.0,238210N~335121Y~335122Y~335129Y~561320Y,1.0,6210,0.0,,"continental manufacturing, llc",solas ray
6503390,94e3d6a9df9445af861b0eccd08559ce,94e3d6a9df9445af861b0eccd08559ce,2.0,,,"Solidification Products International, Inc.","solidification products international, inc.",785804352,,3UBM6,,"SOLIDIFICATION PRODUCTS INTERNATIONAL, INC.",SOLIDIFICATION PRODUCTS INTERNATIONAL,215 VILLAGE STREET,,NORTHFORD,CT,6472.0,1405.0,USA,3.0,,2L,CT,USA,5.0,2X~A5~MF~VW~XS,562910.0,2.0,333318Y~562910E,0.0,,0.0,,"solidification products international, inc.",solidification products international
6027299,5fa78621352dfb8dd6fe19b530f1b58b,5fa78621352dfb8dd6fe19b530f1b58b,2.0,,,Kann Manufacturing Corporation,kann manufacturing corporation,5277033,,0WLS5,,KANN MANUFACTURING CORPORATION,,210 REGENT ST,,GUTTENBERG,IA,52052,9294.0,USA,1.0,,ZZ,IA,USA,4.0,2X~A2~MF~XS,332312.0,7.0,332312Y~332710Y~332999Y~336211Y~336612Y~423860Y~441222Y,0.0,,0.0,,kann manufacturing corporation,
6005968,24de94c39a1ce46bc9334ac9814a5dc0,24de94c39a1ce46bc9334ac9814a5dc0,2.0,,,"X-Rite, Incorporated","x-rite, incorporated",6026553,,56573,,"X-RITE, INCORPORATED",,4300 44TH ST SE,,GRAND RAPIDS,MI,49512,4009.0,USA,2.0,,2L,MI,USA,3.0,2X~MF~VW,334516.0,2.0,334516Y~811219N,0.0,,0.0,,"x-rite, incorporated",
7571110,175c525950ddf9b22424ceefbc96970e,175c525950ddf9b22424ceefbc96970e,2.0,,,"Payscale, Inc.","payscale, inc.",95676057,,4NR52,,"PAYSCALE, INC.",,542 1ST AVE S STE 400,,SEATTLE,WA,98104,2882.0,USA,7.0,,2L,WA,USA,2.0,2X~VW,519190.0,1.0,519190Y,0.0,,0.0,,"payscale, inc.",
5566770,7e3c244a1eb71a383b8bfd0a51f0bf36,7e3c244a1eb71a383b8bfd0a51f0bf36,2.0,,,"Air Turbine Technology, Inc.","air turbine technology, inc.",92835651,,7MCG8,,"AIR TURBINE TECHNOLOGY, INC.",,1225 BROKEN SOUND PKWY NW STE D,,BOCA RATON,FL,33487,3533.0,USA,22.0,,2L,FL,USA,2.0,2X~MF,333991.0,1.0,333991Y,0.0,,0.0,,"air turbine technology, inc.",
