,patent_id
2919,9359546
2922,9359671
2923,9359674
2926,9359721
2928,9360375
2934,9360597
2935,9360614
2937,9360922
2939,9361913
2940,9361967
2941,9361995
2944,9362034
2946,9362079
2947,9362079
2948,9362080
2949,9362080
2950,9362081
2951,9362109
2952,9362113
2953,9362133
2954,9362136
2955,9362161
2956,9362175
2959,9362190
2960,9362201
2961,9362241
2962,9362242
2963,9362273
2964,9362287
2966,9362293
2967,9362298
2968,9362307
2969,9362308
2970,9362312
2971,9362313
2972,9362318
2973,9362321
2974,9362324
2975,9362328
2976,9362353
2978,9362359
2980,9362365
2981,9362368
2982,9362373
2983,9362376
2985,9362380
2987,9362391
2988,9362392
2989,9362394
2990,9362396
2991,9362401
2992,9362408
2993,9362411
2994,9362411
2995,9362413
2996,9362416
2997,9362417
2999,9362439
3000,9362450
3001,9362450
3002,9362475
3003,9362487
3004,9362498
3005,9362500
3007,9362513
3008,9362528
3010,9362549
3011,9362563
3012,9362567
3013,9362568
3014,9362569
3015,9362569
3016,9362719
3017,9362921
3019,9364004
3020,9364312
3021,9364434
3022,9364438
3023,9364587
3024,9364795
3025,9364820
3027,9365020
3028,9365429
3029,9365513
3031,9365701
3033,9365729
3034,9365803
3038,9365867
3039,9365921
3040,9365926
3042,9365951
3043,9365978
3044,9366647
3045,9366664
3046,9366713
3047,9366787
3048,9366886
3049,9366896
3050,9366920
3051,9366922
3052,9366930
3053,9366931
3054,9366933
3055,9366971
3056,9368084
3057,9368160
3059,9368175
3060,9368177
3062,9368194
3063,9368196
3065,9368213
3067,9368236
3068,9368251
3070,9368291
3071,9368339
3072,9368354
3073,9368359
3074,9368360
3076,9368374
3077,9368393
3078,9368394
3079,9368399
3080,9368403
3081,9368409
3082,9368430
3085,9368459
3086,9368463
3087,9368480
3089,9368493
3090,9368501
3091,9368504
3092,9368509
3093,9368515
3094,9368516
3095,9368517
3096,9368518
3097,9368525
3098,9368532
3099,9368544
3100,9368551
3101,9368555
3102,9368558
3104,9368579
3108,9368590
3109,9368598
3110,9368607
3111,9368609
3112,9368625
3113,9368631
3114,9368633
3115,9368635
3116,9368636
3117,9368638
3118,9368640
3119,9368641
3120,9368661
3123,9368676
3124,9368678
3125,9368693
3126,9368702
3129,9368738
3130,9368789
3131,9368793
3132,9368820
3136,9368990
3137,9369105
3138,9369132
3140,9370202
3141,9370473
3142,9370486
3144,9370494
3145,9370589
3146,9370607
3147,9370607
3148,9370824
3151,9371338
3152,9371441
3153,9371445
3156,9371452
3157,9371478
3160,9371561
3163,9372241
3164,9372285
3166,9372379
3167,9372393
3169,9372402
3170,9373274
3172,9373390
3173,9373402
3175,9373421
3177,9373475
3178,9373475
3179,9373476
3180,9373476
3181,9373477
3182,9373477
3183,9373487
3184,9373498
3185,9373514
3186,9373523
3187,9373540
3189,9373589
3190,9373595
3191,9373606
3192,9373623
3193,9373630
3194,9373634
3195,9373648
3196,9373658
3197,9373666
3198,9373676
3199,9373679
3202,9373707
3203,9373714
3205,9373723
3206,9373733
3208,9373736
3210,9373742
3211,9373749
3212,9373834
3215,9373843
3217,9373863
3218,9373896
3219,9373931
3220,9373936
3221,9374877
3222,9374955
3224,9375449
3225,9375481
3227,9375516
3229,9375684
3230,9375790
3232,9375877
3234,9375903
3235,9375980
3236,9376468
3238,9376583
3239,9376593
3241,9376616
3245,9376750
3247,9377364
3248,9377431
3249,9377432
3254,9377644
3255,9377679
3256,9377682
3257,9377684
3258,9378089
3259,9378314
3263,9378819
3266,9378876
3267,9378880
3268,9378900
3269,9378942
3270,9378944
3271,9378957
3272,9378962
3274,9378981
3277,9379000
3278,9379060
3280,9379113
3281,9379124
3282,9379125
3283,9379127
3284,9379129
3285,9379130
3286,9379131
3287,9379136
3288,9379141
3289,9379147
3290,9379150
3291,9379159
3293,9379165
3294,9379166
3295,9379178
3296,9379182
3297,9379192
3298,9379200
3299,9379205
3300,9379216
3301,9379223
3303,9379229
3304,9379232
3305,9379234
3306,9379239
3307,9379245
3308,9379247
3309,9379248
3310,9379249
3311,9379250
3312,9379252
3313,9379254
3314,9379256
3315,9379260
3316,9379272
3318,9379326
3319,9379332
3323,9379522
3326,9380232
3328,9380692
3329,9381056
3330,9381138
3331,9381248
3332,9381255
3333,9381325
3335,9381449
3336,9381471
3338,9381477
3339,9381494
3340,9381496
3341,9381509
3342,9381541
3344,9382108
3346,9382163
3348,9382268
3350,9382394
3352,9382449
3353,9382473
3354,9382481
3355,9382548
3356,9382579
3358,9382611
3359,9382624
3361,9382626
3364,9383143
3365,9383299
3366,9383340
3367,9383387
3368,9383637
3369,9383821
3370,9383822
3371,9384065
3373,9384439
3374,9384788
3375,9384851
3376,9384860
3378,9384865
3379,9384867
3380,9384868
3382,9384875
3384,9384894
3385,9384904
3387,9384942
3390,9384976
3391,9384979
3392,9384980
3393,9384989
3394,9384991
3395,9385006
3396,9385040
3397,9385043
3398,9385053
3399,9385081
3400,9385089
3401,9385114
3404,9385137
3405,9385146
3406,9385148
3407,9385151
3408,9385169
3409,9385170
3411,9385177
3413,9385190
3414,9385192
3416,9385209
3418,9385226
3419,9385230
3420,9385238
3422,9385245
3423,9385262
3424,9385277
3425,9385280
3427,9385294
3428,9385342
3429,9385363
3430,9385366
3433,9386206
3434,9386673
3439,9387225
3440,9387265
3441,9387444
3442,9387452
3443,9387489
3445,9387508
3446,9388038
3447,9388040
3450,9388085
3451,9388261
3452,9388298
3453,9388306
3454,9388311
3455,9388323
3457,9388491
3459,9388513
3460,9388640
3461,9389217
3463,9389319
3464,9389339
3465,9389353
3466,9389477
3468,9389526
3469,9390215
3472,9390781
3474,9390794
3475,9390796
3476,9390799
3477,9390802
3478,9390811
3480,9390828
3481,9390830
3482,9390835
3483,9390839
3484,9390845
3485,9390856
3486,9390860
3487,9390864
3488,9390907
3489,9390907
3491,9390918
3493,9390920
3496,9390951
3497,9390960
3499,9390972
3500,9390978
3502,9390990
3503,9391022
3504,9391023
3505,9391031
3506,9391035
3507,9391051
3508,9391070
3510,9391086
3514,9391096
3515,9391097
3516,9391103
3517,9391114
3518,9391157
3520,9391165
3522,9391168
3523,9391178
3525,9391183
3526,9391187
3527,9391207
3528,9391212
3529,9391218
3530,9391229
3531,9391244
3534,9391268
3535,9391287
3539,9392794
3540,9392795
3541,9393164
3543,9393215
3544,9393216
3547,9393295
3549,9393310
3550,9393318
3552,9393462
3555,9393720
3556,9393767
3557,9393767
3558,9393838
3561,9394166
3562,9394176
3563,9394176
3565,9394199
3569,9394471
3570,9394481
3571,9394514
3573,9394624
3574,9394625
3575,9394625
3576,9394627
3579,9395258
3581,9395324
3582,9395352
3583,9395353
3585,9395402
3586,9395425
3587,9396079
3589,9396393
3590,9396703
3591,9396773
3592,9396775
3593,9396776
3594,9396799
3595,9396809
3596,9396811
3597,9396818
3600,9396853
3602,9396927
3603,9396928
3604,9396934
3608,9396958
3609,9396959
3610,9396963
3611,9396970
3612,9396985
3613,9397026
3614,9397043
3615,9397044
3616,9397063
3617,9397088
3620,9397109
3621,9397111
3622,9397113
3624,9397126
3625,9397127
3626,9397133
3628,9397135
3629,9397136
3630,9397140
3631,9397142
3632,9397144
3633,9397149
3635,9397153
3636,9397155
3637,9397159
3638,9397167
3639,9397170
3641,9397186
3643,9397194
3644,9397200
3645,9397204
3647,9397225
3650,9397255
3651,9397282
3652,9397289
3653,9397294
3654,9397305
3655,9397305
3656,9397306
3657,9397306
3660,9397341
3661,9397342
3662,9397472
3664,9397649
3665,9397665
3666,9397955
3667,9398238
3668,9398733
3669,9398733
3672,9399015
3673,9399055
3674,9399063
3675,9399071
3676,9399072
3679,9399318
3680,9399357
3681,9399374
3682,9399391
3684,9399719
3685,9399736
3686,9399756
3688,9399816
3691,9399829
3692,9399829
3693,9399840
3694,9400172
3695,9400346
3696,9400422
3699,9400957
3701,9401191
3702,9401192
3703,9401202
3704,9401218
3705,9401219
3707,9401244
3708,9401247
3709,9401289
3710,9401301
3711,9401304
3712,9401314
3713,9401342
3714,9401345
3715,9401358
3717,9401371
3718,9401388
3719,9401396
3720,9401396
3721,9401398
3722,9401400
3723,9401400
3724,9401409
3725,9401414
3726,9401418
3729,9401444
3730,9401478
3731,9401486
3734,9401489
3737,9401514
3738,9401584
3739,9401714
3743,9402724
3744,9402816
3745,9402910
3746,9402926
3748,9403115
3749,9403121
3750,9403126
3751,9403126
3752,9403180
3753,9403190
3755,9403712
3756,9403723
3758,9403996
3759,9404002
3760,9404010
3761,9404030
3762,9404088
3763,9404106
3764,9404181
3766,9404807
3768,9404839
3769,9404880
3770,9404909
3772,9405065
3773,9405146
3774,9405163
3775,9405201
3776,9405231
3777,9405883
3779,9406398
3780,9406418
3781,9406446
3782,9406481
3783,9406481
3784,9406485
3788,9406583
3789,9406614
3790,9406625
3791,9406628
3792,9406651
3793,9406666
3794,9406671
3795,9406672
3796,9406691
3797,9406694
3798,9406700
3799,9406703
3800,9406704
3801,9406705
3802,9406706
3804,9406709
3806,9406722
3807,9406726
3808,9406727
3809,9406736
3810,9406743
3812,9406753
3813,9406759
3814,9406760
3815,9406761
3816,9406768
3817,9406772
3818,9406773
3819,9406780
3820,9406785
3821,9406786
3822,9406787
3823,9406790
3824,9406799
3825,9406806
3826,9406807
3827,9406808
3828,9406809
3829,9406811
3830,9406814
3832,9406824
3833,9406836
3838,9406887
3839,9406888
3840,9407065
3841,9407067
3843,9408588
3845,9408921
3846,9408951
3848,9409102
3849,9409131
3850,9409141
3851,9409145
3853,9409847
3854,9409955
3855,9409997
3857,9410041
3858,9410079
3859,9410082
3860,9410233
3861,9410239
3862,9410243
3864,9410468
3865,9410645
3866,9410843
3867,9410873
3869,9410934
3870,9410947
3871,9410949
3873,9411022
3875,9411076
3876,9411097
3877,9411188
3878,9411208
3879,9411282
3880,9411696
3881,9411922
3882,9412060
3883,9412074
3885,9412435
3886,9412442
3887,9412459
3890,9412597
3892,9412614
3893,9412642
3895,9412683
3897,9412710
3898,9412747
3899,9412750
3900,9412752
3901,9412754
3902,9412756
3903,9412760
3904,9412760
3905,9412762
3906,9412763
3907,9412765
3908,9412766
3909,9412768
3910,9412771
3911,9412773
3912,9412778
3913,9412785
3914,9412788
3915,9412791
3916,9412798
3918,9412812
3921,9412817
3923,9412851
3924,9412852
3926,9412857
3927,9412866
3928,9412867
3929,9412876
3930,9412877
3933,9412909
3934,9412916
3935,9412928
3936,9412938
3937,9412977
3938,9412986
3939,9413003
3940,9413004
3941,9413006
3942,9413007
3943,9413063
3944,9413075
3947,9415002
3948,9415006
3950,9415020
3952,9415065
3955,9415070
3956,9415084
3957,9415109
3958,9415123
3959,9415268
3960,9415326
3961,9415328
3962,9415373
3963,9415442
3964,9415464
3970,9416216
3971,9416290
3972,9416311
3974,9416818
3975,9416927
3976,9416948
3977,9417135
3978,9417141
3981,9417209
3983,9417263
3984,9417264
3985,9417302
3986,9417370
3989,9417497
3991,9417523
3992,9417527
3993,9417576
3994,9418594
3995,9418710
3996,9418737
3997,9418748
3999,9418770
4001,9418834
4002,9418837
4004,9418840
4005,9418845
4006,9418854
4007,9418861
4008,9418887
4010,9418910
4011,9418916
4013,9418938
4015,9418963
4017,9418996
4019,9419020
4020,9419026
4022,9419082
4025,9419113
4026,9419119
4027,9419132
4028,9419133
4029,9419143
4030,9419146
4031,9419151
4032,9419152
4033,9419174
4034,9419195
4037,9419216
4038,9419216
4039,9419234
4040,9419315
4041,9420800
4042,9420953
4045,9421259
4046,9421260
4047,9421261
4049,9421394
4050,9421514
4051,9421519
4055,9422149
4057,9422158
4059,9422165
4060,9422189
4062,9422234
4064,9422297
4065,9422413
4066,9422426
4067,9422435
4069,9422607
4071,9422628
4072,9422997
4073,9423083
4074,9423118
4076,9423303
4077,9423375
4079,9423416
4080,9423533
4081,9423541
4082,9423662
4084,9424387
4085,9424829
4086,9424872
4087,9424901
4088,9424913
4089,9424915
4090,9424923
4092,9424965
4093,9424991
4094,9424993
4096,9425044
4097,9425045
4098,9425051
4099,9425055
4101,9425071
4102,9425073
4103,9425080
4104,9425130
4106,9425153
4107,9425202
4108,9425205
4109,9425207
4110,9425211
4111,9425214
4112,9425215
4113,9425216
4114,9425217
4115,9425220
4116,9425223
4117,9425224
4119,9425248
4120,9425251
4121,9425253
4123,9425264
4124,9425271
4125,9425277
4127,9425295
4128,9425299
4129,9425307
4130,9425318
4131,9425322
4134,9425335
4135,9425344
4136,9425344
4138,9425365
4139,9425375
4140,9425380
4141,9425387
4144,9425436
4145,9425436
4146,9425462
4148,9425917
4149,9426896
4150,9427354
4151,9427467
4153,9427497
4155,9427779
4156,9427805
4157,9428342
4158,9428383
4160,9428395
4162,9428604
4165,9428691
4166,9428708
4169,9428805
4172,9428847
4174,9428849
4175,9429536
4176,9429544
4177,9429561
4178,9429570
4180,9429685
4181,9429769
4182,9429861
4183,9431076
4185,9431148
4186,9431159
4187,9431219
4188,9431234
4189,9431244
4191,9431270
4193,9431285
4195,9431331
4196,9431345
4197,9431346
4198,9431362
4199,9431388
4200,9431400
4201,9431409
4202,9431412
4204,9431419
4205,9431427
4206,9431428
4207,9431429
4208,9431430
4209,9431435
4210,9431440
4211,9431448
4212,9431451
4213,9431460
4214,9431465
4215,9431468
4217,9431479
4218,9431482
4219,9431483
4222,9431498
4223,9431501
4224,9431512
4225,9431517
4227,9431534
4228,9431539
4229,9431543
4230,9431544
4231,9431545
4232,9431556
4233,9431567
4234,9431570
4236,9431593
4238,9431609
4241,9431623
4242,9431628
4245,9431655
4246,9431795
4247,9432026
4251,9433573
4252,9433574
4253,9433673
4254,9433676
4255,9433677
4256,9433678
4257,9433682
4259,9433703
4260,9433703
4262,9433801
4263,9433801
4266,9433967
4267,9434006
4270,9434178
4271,9434602
4272,9434607
4273,9434640
4274,9434679
4276,9434815
4277,9434815
4279,9434834
4280,9434862
4281,9434905
4283,9434981
4285,9434990
4286,9435026
4287,9435034
4288,9435198
4290,9435667
4292,9435692
4293,9435737
4294,9435784
4297,9435821
4298,9435896
4299,9435933
4300,9436079
4302,9436846
4303,9437255
4305,9437296
4306,9437301
4307,9437308
4308,9437346
4311,9437391
4312,9437391
4313,9437416
4314,9437417
4315,9437425
4316,9437428
4317,9437435
4318,9437437
4319,9437454
4320,9437462
4321,9437476
4322,9437490
4323,9437492
4325,9437501
4327,9437533
4328,9437562
4329,9437568
4331,9437584
4333,9437594
4334,9437599
4335,9437606
4336,9437610
4337,9437622
4338,9437623
4340,9437635
4341,9437636
4342,9437637
4343,9437643
4344,9437651
4345,9437656
4346,9437661
4347,9437669
4348,9437677
4349,9437678
4350,9437678
4351,9437682
4352,9437689
4354,9437695
4355,9437699
4356,9437700
4357,9437716
4358,9437719
4359,9437724
4360,9437728
4361,9437732
4362,9437735
4363,9437736
4364,9437737
4365,9437741
4366,9437742
4367,9437743
4368,9437744
4369,9437746
4370,9437747
4371,9437748
4372,9437750
4374,9437768
4376,9437794
4377,9437795
4378,9437871
4380,9438010
4381,9438834
4382,9439285
4384,9439837
4386,9439859
4388,9439964
4389,9439965
4392,9439978
4393,9440067
4394,9440067
4395,9440221
4396,9440259
4397,9440475
4398,9440847
4401,9440854
4402,9440885
4403,9441019
4404,9441061
4405,9441076
4406,9441087
4407,9441120
4409,9441133
4410,9441133
4411,9441134
4412,9441136
4416,9441289
4417,9441300
4419,9441313
4420,9441462
4422,9442049
4427,9442221
4429,9442313
4430,9442338
4431,9442343
4432,9442344
4433,9442375
4436,9443563
4438,9443618
4440,9443640
4441,9443655
4446,9443751
4448,9443772
4449,9443779
4450,9443791
4451,9443801
4452,9443802
4453,9443805
4454,9443817
4456,9443856
4457,9443865
4458,9443867
4459,9443869
4460,9443874
4461,9443876
4462,9443877
4463,9443880
4464,9443881
4465,9443883
4466,9443885
4467,9443888
4468,9443899
4469,9443907
4470,9443909
4471,9443931
4472,9443934
4474,9443937
4477,9443960
4478,9443966
4479,9443981
4480,9443987
4481,9443989
4482,9443991
4483,9443993
4484,9443996
4485,9443998
4486,9444008
4487,9444013
4488,9444017
4489,9444032
4491,9444399
4493,9445085
4494,9445725
4496,9446003
4497,9446056
4498,9446070
4499,9446126
4500,9446132
4501,9446152
4502,9446153
4503,9446174
4504,9446348
4506,9446504
4507,9446539
4509,9446571
4511,9446956
4512,9446956
4513,9447111
4514,9447260
4515,9447270
4517,9447301
4518,9447305
4524,9448173
4526,9448236
4527,9448253
4528,9448325
4529,9448331
4530,9448492
4533,9449377
4534,9449678
4535,9449693
4536,9449697
4537,9449706
4538,9449708
4539,9449713
4540,9449720
4541,9449732
4543,9449786
4547,9449814
4549,9449819
4551,9449831
4552,9449837
4553,9449838
4554,9449839
4555,9449840
4557,9449855
4559,9449868
4560,9449883
4561,9449898
4562,9449904
4563,9449934
4564,9449966
4565,9449967
4566,9449974
4568,9449982
4569,9449987
4570,9449990
4571,9449990
4572,9449991
4573,9449994
4574,9449996
4575,9449999
4576,9450000
4577,9450000
4578,9450010
4579,9450012
4581,9450026
4582,9450037
4583,9450040
4584,9450043
4587,9450058
4588,9450059
4589,9450065
4590,9450080
4591,9450090
4592,9450102
4593,9450104
4594,9450107
4595,9450108
4596,9450114
4597,9450117
4598,9450119
4599,9450123
4600,9450124
4601,9450124
4602,9450133
4604,9450139
4605,9450142
4606,9450142
4608,9450165
4609,9450199
4610,9450248
4611,9450379
4612,9451131
4613,9451290
4616,9452174
4618,9452219
4619,9452446
4621,9452934
4625,9453114
4626,9453133
4627,9453283
4628,9453305
4629,9453683
4630,9453831
4631,9454078
4632,9454923
4633,9454999
4634,9455016
4636,9455032
4637,9455044
4638,9455049
4641,9455142
4642,9455148
4645,9455188
4646,9455197
4649,9455257
4650,9455258
4651,9455262
4652,9455264
4653,9455267
4654,9455269
4655,9455271
4656,9455278
4657,9455279
4658,9455280
4659,9455288
4660,9455291
4661,9455300
4663,9455321
4664,9455326
4665,9455333
4666,9455349
4667,9455350
4671,9455414
4672,9455421
4673,9455430
4675,9455689
4676,9455709
4677,9456132
4678,9456794
4679,9456983
4680,9457041
4681,9457091
4682,9457321
4684,9457396
4685,9457496
4687,9457538
4688,9458010
4689,9458020
4690,9458027
4691,9458087
4692,9458090
4693,9458169
4695,9458212
4696,9458279
4698,9458311
4700,9458328
4702,9458363
4703,9458448
4704,9458542
4705,9458542
4709,9459210
4710,9459257
4711,9459282
4713,9459512
4714,9459520
4715,9459632
4716,9459835
4719,9460702
4720,9460767
4721,9460786
4722,9460793
4725,9460861
4729,9460921
4730,9460921
4731,9460929
4732,9460931
4733,9460936
4734,9460940
4735,9460967
4736,9460981
4737,9460990
4738,9460997
4741,9461030
4742,9461031
4743,9461033
4744,9461038
4745,9461066
4746,9461069
4747,9461070
4748,9461077
4749,9461102
4750,9461103
4751,9461105
4752,9461107
4754,9461122
4755,9461124
4756,9461124
4757,9461135
4759,9461138
4760,9461140
4762,9461149
4763,9461154
4764,9461176
4765,9461179
4766,9461180
4767,9461181
4768,9461203
4769,9461215
4770,9461228
4771,9461230
4772,9461233
4774,9461244
4775,9461274
4776,9461300
4778,9461586
4779,9461609
4780,9461610
4781,9461627
4782,9462657
4783,9463103
4784,9463253
4785,9463437
4787,9463916
4788,9463976
4789,9463997
4791,9464047
4792,9464142
4794,9464181
4795,9464187
4797,9464369
4799,9464769
4800,9464937
4803,9464995
4804,9465002
4806,9465133
4807,9466339
4809,9466368
4810,9466376
4812,9466391
4814,9466483
4815,9466485
4816,9466527
4817,9466538
4818,9466552
4819,9466559
4820,9466575
4821,9466584
4822,9466591
4823,9466606
4824,9466611
4825,9466615
4826,9466618
4827,9466633
4828,9466640
4829,9466655
4830,9466667
4831,9466670
4832,9466682
4833,9466683
4834,9466684
4836,9466688
4837,9466705
4838,9466725
4839,9466728
4841,9466743
4842,9466745
4843,9466756
4844,9466757
4845,9466762
4846,9466762
4847,9466772
4849,9466790
4850,9466796
4851,9466826
4852,9466826
4854,9466831
4856,9466946
4857,9466970
4859,9468044
4860,9468044
4861,9468402
4862,9468557
4864,9468607
4866,9468691
4867,9468909
4869,9468922
4872,9468989
4874,9469530
4875,9469530
4876,9469531
4877,9469531
4878,9469540
4879,9469540
4880,9469541
4881,9469541
4882,9469572
4883,9469714
4888,9469802
4891,9469935
4892,9470399
4894,9470652
4895,9470699
4897,9470722
4898,9470722
4899,9470826
4900,9470853
4901,9470950
4902,9471184
4903,9471184
4904,9471257
4905,9471279
4906,9471280
4907,9472126
4908,9472269
4909,9472294
4910,9472295
4911,9472316
4912,9472324
4913,9472350
4914,9472400
4915,9472400
4916,9472401
4918,9472436
4921,9472468
4925,9472543
4926,9472559
4927,9472563
4928,9472564
4930,9472574
4931,9472577
4932,9472579
4933,9472583
4935,9472589
4936,9472596
4938,9472611
4939,9472618
4940,9472629
4943,9472644
4944,9472649
4945,9472655
4946,9472656
4949,9472675
4951,9472676
4952,9472678
4953,9472680
4954,9472681
4955,9472682
4956,9472683
4958,9472706
4962,9472745
4963,9472760
4964,9472765
4968,9472811
4971,9473301
4972,9473719
4973,9473753
4974,9473831
4975,9474163
4977,9474488
4979,9474717
4980,9474717
4983,9474809
4987,9475028
4990,9475088
4991,9475105
4994,9475695
4997,9475910
4999,9475921
5001,9475973
5002,9475980
5005,9476019
5007,9476115
5008,9476124
5011,9476782
5014,9476852
5016,9476914
5018,9477024
5019,9477040
5020,9477188
5022,9478259
5023,9478261
5024,9478267
5027,9478363
5028,9478385
5029,9478412
5030,9478416
5031,9478422
5032,9478438
5034,9478493
5035,9478530
5036,9478535
5037,9478539
5038,9478545
5039,9478547
5040,9478564
5041,9478574
5042,9478578
5043,9478579
5044,9478597
5045,9478601
5046,9478603
5047,9478614
5048,9478631
5050,9478664
5051,9478666
5052,9478668
5053,9478670
5054,9478682
5055,9478700
5056,9478705
5057,9478717
5058,9478720
5060,9478737
5063,9478780
5064,9478807
5068,9479259
5069,9479717
5070,9480191
5071,9480207
5072,9480260
5074,9480657
5075,9480964
5076,9481125
5077,9481125
5078,9481160
5079,9481576
5082,9481598
5085,9481827
5089,9481945
5090,9481949
5092,9482616
5093,9482619
5094,9482688
5095,9482785
5097,9482960
5098,9482970
5099,9484099
5100,9484123
5101,9484155
5102,9484155
5104,9484158
5105,9484158
5107,9484197
5108,9484200
5109,9484206
5110,9484217
5111,9484232
5113,9484268
5114,9484271
5117,9484286
5118,9484287
5119,9484296
5122,9484360
5123,9484366
5124,9484367
5125,9484369
5126,9484379
5127,9484384
5129,9484390
5132,9484407
5133,9484420
5134,9484426
5135,9484442
5136,9484443
5137,9484444
5138,9484446
5140,9484448
5141,9484456
5143,9484465
5144,9484466
5145,9484468
5147,9484474
5149,9484474
5151,9484532
5152,9484538
5154,9484553
5155,9484556
5157,9484714
5158,9484715
5162,9486409
5163,9486508
5164,9486540
5166,9486639
5167,9486747
5168,9486772
5170,9486833
5171,9486944
5175,9487002
5176,9487404
5177,9487420
5178,9487437
5179,9487450
5181,9487854
5184,9487885
5186,9488027
5188,9488897
5189,9488907
5191,9489147
5195,9490013
5196,9490019
5197,9490027
5200,9490118
5202,9490124
5204,9490132
5205,9490141
5206,9490142
5207,9490145
5209,9490179
5210,9490193
5212,9490213
5213,9490228
5214,9490229
5215,9490259
5216,9490268
5217,9490275
5218,9490277
5219,9490283
5220,9490300
5221,9490310
5224,9490321
5225,9490321
5226,9490327
5228,9490336
5229,9490336
5231,9490338
5232,9490340
5233,9490351
5234,9490362
5236,9490368
5237,9490373
5238,9490380
5240,9490407
5242,9490410
5244,9490428
5245,9490429
5246,9490433
5247,9490441
5248,9490449
5250,9490472
5251,9490480
5252,9490510
5253,9491118
5255,9491388
5256,9491535
5257,9491535
5258,9491853
5259,9492398
5260,9492400
5262,9492826
5265,9492870
5268,9493119
5269,9493338
5270,9493348
5271,9493351
5273,9493601
5274,9493626
5275,9493635
5276,9493684
5281,9494262
5282,9494474
5286,9494644
5287,9494792
5288,9494830
5289,9494851
5291,9495498
5293,9496011
5294,9496044
5296,9496053
5297,9496069
5298,9496090
5299,9496136
5300,9496138
5301,9496141
5303,9496177
5304,9496220
5305,9496222
5307,9496275
5308,9496278
5309,9496298
5310,9496307
5311,9496310
5312,9496330
5313,9496331
5315,9496339
5316,9496341
5317,9496352
5319,9496365
5320,9496370
5321,9496374
5322,9496375
5323,9496403
5324,9496406
5325,9496410
5326,9496411
5327,9496412
5328,9496413
5329,9496414
5330,9496416
5331,9496419
5334,9496434
5335,9496435
5336,9496456
5337,9496471
5338,9496475
5339,9496511
5340,9496548
5341,9496560
5342,9496587
5343,9496610
5344,9496743
5345,9497370
5346,9497895
5349,9498439
5352,9498760
5353,9499410
5354,9499433
5355,9499435
5356,9499466
5358,9499637
5360,9499728
5363,9499883
5366,9499953
5367,9500305
5370,9500554
5373,9500789
5374,9500796
5376,9500823
5377,9501006
5378,9501035
5379,9501354
5381,9501991
5382,9502080
5383,9502103
5384,9502106
5385,9502113
5386,9502116
5387,9502130
5388,9502133
5389,9502140
5390,9502150
5391,9502150
5392,9502152
5395,9502235
5396,9502239
5397,9502247
5398,9502250
5400,9502265
5401,9502289
5403,9502301
5406,9502357
5407,9502402
5408,9502430
5409,9502434
5410,9502436
5411,9502437
5412,9502445
5413,9502448
5414,9502449
5415,9502454
5416,9502470
5417,9502486
5418,9502489
5419,9502492
5420,9502493
5421,9502499
5423,9502503
5427,9502518
5428,9502518
5429,9502520
5432,9502525
5433,9502526
5434,9502527
5435,9502549
5436,9502551
5437,9502552
5438,9502553
5440,9502570
5441,9502572
5442,9502574
5443,9502579
5444,9502580
5445,9502583
5448,9502629
5450,9502646
5453,9502658
5454,9502659
5456,9502674
5457,9502688
5458,9502711
5459,9502716
5460,9502856
5462,9503046
5464,9504150
5465,9504150
5466,9504158
5468,9504745
5471,9504761
5474,9505165
5476,9505508
5478,9505619
5479,9505621
5485,9505888
5486,9505911
5487,9505922
5489,9505974
5490,9505977
5492,9506019
5494,9506153
5496,9506243
5497,9506627
5498,9506627
5499,9506809
5501,9506864
5502,9506907
5504,9506971
5505,9507182
5506,9507183
5507,9507188
5508,9507206
5509,9507221
5510,9507254
5511,9507663
5512,9508415
5513,9508430
5514,9508438
5515,9508443
5516,9508446
5517,9508547
5518,9508554
5519,9508557
5520,9508571
5521,9508598
5524,9508619
5525,9508620
5526,9508621
5527,9508627
5528,9508630
5529,9508641
5530,9508646
5531,9508654
5533,9508693
5535,9508712
5536,9508736
5537,9508740
5538,9508748
5539,9508750
5540,9508753
5541,9508757
5542,9508758
5543,9508760
5544,9508760
5545,9508763
5546,9508774
5547,9508782
5548,9508795
5551,9508805
5552,9508817
5553,9508828
5555,9508837
5556,9508842
5557,9508856
5558,9508856
5559,9508857
5560,9508861
5561,9508863
5562,9508866
5563,9508885
5564,9508907
5565,9508918
5566,9508928
5567,9508929
5568,9508929
5569,9508934
5571,9509007
5572,9509024
5574,9510767
5575,9511037
5576,9511046
5577,9511078
5578,9511152
5579,9511224
5580,9511329
5581,9511352
5584,9511638
5585,9512001
5586,9512007
5588,9512284
5589,9512290
5590,9512295
5591,9512324
5596,9512421
5597,9512468
5598,9512545
5599,9512698
5601,9513014
5602,9513240
5607,9513425
5609,9513553
5610,9513554
5611,9513602
5613,9514849
5614,9514930
5617,9514944
5618,9514945
5619,9514946
5620,9514961
5622,9514988
5623,9515016
5624,9515065
5625,9515081
5626,9515082
5627,9515093
5628,9515105
5629,9515106
5630,9515116
5632,9515140
5636,9515153
5638,9515170
5640,9515175
5641,9515183
5642,9515190
5643,9515191
5644,9515192
5645,9515193
5647,9515220
5648,9515221
5649,9515221
5651,9515238
5652,9515259
5653,9515259
5654,9515283
5655,9515288
5656,9515290
5657,9515310
5658,9515455
5659,9515631
5660,9516428
5661,9516788
5664,9517295
5668,9517424
5669,9517448
5670,9517528
5671,9517532
5672,9517611
