,patent_id
5673,9517915
5674,9517937
5677,9518071
5681,9518339
5682,9518878
5684,9518921
5687,9519097
5688,9519182
5689,9519185
5690,9519198
5695,9519851
5696,9519857
5699,9520188
5700,9520198
5701,9520206
5702,9520216
5704,9520230
5705,9520230
5706,9520241
5707,9520258
5708,9520288
5711,9520337
5712,9520381
5713,9520393
5714,9520406
5715,9520407
5716,9520408
5717,9520412
5718,9520419
5719,9520422
5720,9520436
5721,9520437
5722,9520438
5723,9520440
5724,9520446
5725,9520466
5726,9520473
5727,9520476
5728,9520484
5729,9520489
5731,9520503
5732,9520504
5733,9520527
5734,9520550
5735,9520573
5736,9520598
5741,9521755
5742,9521964
5743,9522220
5745,9522241
5746,9522288
5747,9522352
5750,9522844
5751,9523054
5752,9523101
5754,9523162
5755,9523162
5756,9523577
5757,9523632
5758,9523812
5759,9523868
5760,9523910
5761,9524124
5762,9524483
5763,9524689
5765,9524755
5767,9524786
5768,9524788
5769,9524793
5770,9524949
5771,9524951
5772,9524958
5773,9524970
5774,9524976
5775,9524977
5776,9524979
5777,9524980
5778,9524982
5779,9525004
5780,9525023
5781,9525023
5782,9525029
5783,9525034
5784,9525038
5786,9525058
5787,9525059
5788,9525062
5790,9525072
5791,9525075
5793,9525084
5794,9525087
5795,9525092
5796,9525123
5800,9525137
5801,9525137
5803,9525148
5804,9525177
5805,9525192
5806,9525194
5807,9525268
5808,9525281
5809,9525364
5810,9526693
5811,9526702
5813,9526702
5815,9526745
5816,9526745
5820,9526824
5821,9526824
5828,9527044
5830,9527068
5831,9527083
5833,9527254
5834,9527257
5835,9527266
5836,9527314
5837,9527729
5838,9527738
5839,9527738
5850,9528198
5851,9528592
5852,9528814
5857,9529133
5858,9529136
5859,9529216
5860,9529217
5861,9529240
5862,9529258
5863,9529274
5864,9529274
5866,9529433
5867,9529536
5869,9530371
5871,9530467
5872,9530484
5873,9530512
5875,9530535
5880,9530640
5881,9530640
5883,9530684
5885,9530694
5886,9530697
5887,9530769
5888,9530782
5889,9530790
5890,9530793
5891,9530800
5892,9530804
5893,9530806
5894,9530812
5895,9530817
5896,9530817
5897,9530819
5898,9530836
5899,9530839
5900,9530840
5901,9530841
5902,9530843
5903,9530852
5904,9530855
5905,9530856
5906,9530872
5907,9530873
5908,9530874
5910,9530879
5911,9530881
5912,9530891
5913,9530892
5914,9530894
5915,9530895
5916,9530897
5917,9530905
5923,9530963
5926,9530977
5927,9530978
5929,9531010
5930,9531162
5937,9532956
5939,9533007
5940,9533027
5941,9533045
5942,9533049
5946,9533299
5947,9533328
5949,9533375
5950,9533445
5951,9533523
5952,9533883
5953,9533887
5954,9533888
5956,9533892
5957,9533934
5958,9533934
5959,9533934
5960,9533945
5961,9534024
5962,9534024
5963,9534137
5964,9534154
5965,9534168
5966,9534172
5967,9534173
5970,9534313
5972,9534972
5973,9535034
5974,9535035
5975,9535046
5976,9535135
5977,9535169
5980,9535264
5981,9535273
5982,9535277
5984,9535318
5985,9535418
5987,9535834
5988,9535834
5990,9536583
5991,9536613
5992,9536615
5994,9536643
5999,9536748
6000,9536750
6002,9536774
6003,9536776
6004,9536782
6006,9536821
6009,9536849
6014,9536894
6016,9536898
6017,9536904
6018,9536908
6019,9536927
6020,9536932
6021,9536947
6022,9536953
6023,9536954
6024,9536959
6025,9536962
6027,9537002
6028,9537005
6029,9537012
6030,9537018
6032,9537031
6035,9537043
6036,9537059
6038,9537073
6039,9537075
6041,9537079
6042,9537085
6045,9537118
6046,9537141
6047,9537141
6048,9537151
6049,9537151
6052,9538691
6053,9539210
6055,9539210
6057,9539217
6058,9539560
6059,9539612
6060,9539744
6062,9539800
6063,9539802
6065,9540251
6066,9540284
6068,9540422
6069,9540422
6070,9540435
6071,9540453
6073,9540516
6075,9540549
6076,9540552
6077,9540618
6079,9540684
6080,9540684
6081,9540743
6082,9540763
6083,9540764
6084,9540822
6085,9540900
6086,9541256
6088,9541453
6089,9541453
6090,9541490
6093,9541690
6095,9541764
6098,9541846
6099,9541847
6103,9542993
6104,9543002
6105,9543011
6106,9543020
6107,9543028
6108,9543033
6109,9543043
6111,9543057
6112,9543105
6114,9543125
6115,9543140
6116,9543142
6117,9543143
6118,9543145
6119,9543148
6120,9543156
6121,9543161
6122,9543171
6126,9543228
6127,9543228
6128,9543258
6129,9543289
6130,9543310
6131,9543314
6132,9543315
6133,9543317
6134,9543320
6135,9543322
6136,9543325
6137,9543329
6138,9543334
6139,9543336
6140,9543337
6141,9543339
6143,9543356
6145,9543385
6146,9543394
6147,9543412
6148,9543413
6151,9543427
6152,9543428
6153,9543428
6154,9543429
6157,9543458
6158,9543481
6159,9543523
6164,9543578
6166,9543627
6169,9545042
6170,9545363
6171,9545384
6175,9545584
6177,9545625
6178,9545670
6179,9546092
6182,9546192
6187,9546416
6189,9546420
6190,9546958
6192,9547195
6193,9547743
6194,9548009
6195,9548036
6196,9548085
6198,9548188
6201,9548210
6203,9548254
6205,9548272
6206,9548294
6207,9548308
6208,9548325
6209,9548330
6210,9548331
6213,9548360
6216,9548372
6217,9548381
6218,9548383
6219,9548391
6220,9548391
6221,9548392
6222,9548393
6224,9548395
6225,9548396
6226,9548414
6230,9548448
6231,9548455
6232,9548455
6233,9548464
6234,9548464
6235,9548465
6236,9548491
6237,9548501
6242,9549950
6244,9549998
6245,9550053
6246,9550071
6248,9550170
6249,9550202
6250,9550309
6251,9550322
6253,9550670
6255,9550810
6257,9550846
6258,9550869
6259,9550870
6260,9550871
6262,9550931
6263,9550953
6265,9551048
6266,9551068
6272,9551826
6273,9551829
6275,9551848
6277,9551937
6278,9552107
6279,9552107
6280,9552108
6281,9552108
6282,9552109
6283,9552109
6284,9552110
6285,9552110
6286,9552790
6290,9552982
6291,9552996
6292,9552998
6294,9553042
6295,9553047
6296,9553050
6297,9553060
6298,9553063
6299,9553100
6301,9553109
6302,9553121
6303,9553130
6305,9553167
6306,9553170
6307,9553182
6308,9553185
6309,9553189
6310,9553197
6311,9553201
6312,9553201
6313,9553202
6314,9553203
6315,9553205
6316,9553217
6317,9553238
6320,9553307
6322,9553325
6324,9553425
6325,9553561
6326,9554215
6327,9554215
6328,9554431
6329,9554460
6330,9554701
6331,9555008
6333,9555132
6334,9555134
6335,9555136
6336,9555163
6337,9555165
6338,9555229
6343,9555623
6344,9556034
6345,9556074
6346,9556088
6351,9556522
6352,9556536
6354,9556878
6355,9557272
6356,9557282
6357,9557292
6360,9557324
6361,9557426
6362,9557437
6363,9557460
6365,9557480
6366,9557605
6368,9557788
6371,9558565
6373,9558791
6374,9558794
6375,9558815
6376,9558830
6377,9558832
6378,9558833
6380,9558837
6381,9558838
6383,9558861
6384,9558863
6386,9558929
6389,9558939
6390,9558942
6391,9558945
6392,9558967
6393,9558989
6394,9558990
6395,9559007
6397,9559015
6399,9559033
6400,9559052
6401,9559058
6402,9559063
6404,9559095
6406,9559104
6407,9559117
6408,9559129
6409,9559131
6410,9559132
6411,9559159
6414,9559164
6415,9559169
6416,9559173
6417,9559174
6418,9559183
6419,9559188
6420,9559193
6421,9559208
6422,9559210
6423,9559211
6424,9559212
6425,9559213
6427,9559221
6428,9559222
6429,9559242
6430,9559255
6431,9559255
6432,9559274
6433,9559279
6434,9559284
6435,9559298
6437,9559318
6438,9559318
6439,9559319
6440,9559319
6441,9559322
6442,9559691
6443,9559693
6445,9559712
6446,9560294
6447,9560735
6448,9560754
6451,9561192
6453,9561286
6454,9561288
6455,9561473
6456,9561488
6457,9561497
6461,9561962
6462,9561962
6463,9561963
6464,9561963
6465,9561966
6468,9562293
6469,9562319
6470,9562328
6471,9562809
6473,9562907
6474,9562993
6475,9562999
6476,9563079
6477,9563080
6478,9563087
6479,9563094
6480,9563505
6482,9563836
6483,9564078
6484,9564185
6485,9564196
6486,9564230
6487,9564232
6488,9564240
6490,9564260
6491,9564274
6493,9564286
6494,9564309
6496,9564317
6497,9564322
6498,9564366
6501,9564426
6502,9564447
6503,9564457
6504,9564459
6505,9564467
6506,9564474
6508,9564479
6512,9564488
6515,9564527
6517,9564532
6518,9564534
6519,9564535
6520,9564540
6521,9564542
6523,9564589
6524,9564594
6525,9564594
6526,9564622
6528,9564653
6529,9564653
6530,9564734
6531,9565405
6537,9567218
6538,9567218
6539,9567221
6540,9567221
6544,9567257
6545,9567257
6546,9567265
6549,9567415
6551,9567452
6552,9567514
6553,9567520
6556,9567668
6557,9567846
6558,9568377
6562,9568447
6563,9568464
6564,9568475
6565,9568671
6566,9568790
6567,9568948
6568,9569020
6569,9570182
6570,9570190
6571,9570235
6573,9570289
6574,9570292
6575,9570292
6576,9570293
6577,9570293
6578,9570310
6579,9570312
6580,9570329
6581,9570346
6582,9570347
6584,9570353
6585,9570358
6586,9570362
6587,9570384
6588,9570385
6589,9570396
6590,9570399
6591,9570412
6592,9570417
6594,9570435
6596,9570460
6597,9570461
6598,9570464
6599,9570470
6600,9570482
6601,9570483
6602,9570487
6603,9570487
6604,9570502
6606,9570514
6607,9570515
6608,9570528
6609,9570537
6611,9570543
6615,9570552
6616,9570559
6618,9570581
6619,9570593
6620,9570594
6621,9570601
6622,9570602
6623,9570610
6624,9570619
6625,9570621
6626,9570622
6627,9570624
6628,9570626
6629,9570627
6630,9570627
6631,9570644
6636,9570749
6637,9570750
6638,9570751
6640,9570887
6641,9570888
6643,9572253
6647,9572795
6648,9572800
6649,9572880
6650,9572893
6655,9573194
6656,9573312
6659,9573812
6660,9573813
6661,9573814
6663,9573856
6664,9573857
6665,9573857
6668,9574053
6669,9574053
6671,9574069
6672,9574076
6673,9574076
6674,9574096
6678,9574135
6679,9574155
6680,9574228
6681,9574269
6682,9574284
6683,9574287
6685,9574300
6686,9574352
6687,9574875
6688,9574990
6690,9575234
6691,9575250
6692,9575267
6693,9575270
6694,9575358
6695,9575598
6696,9575598
6697,9575601
6698,9575601
6699,9576313
6700,9576568
6703,9576681
6704,9576706
6705,9576764
6708,9576790
6709,9576795
6710,9576797
6711,9576799
6713,9576799
6716,9576820
6718,9576845
6719,9576850
6720,9576856
6722,9576874
6723,9576876
6724,9576879
6725,9576879
6726,9576881
6727,9576905
6728,9576907
6730,9576922
6731,9576923
6732,9576924
6733,9576925
6734,9576965
6736,9576971
6737,9576981
6738,9576986
6739,9576990
6740,9577005
6742,9577042
6743,9577044
6744,9577049
6745,9577077
6746,9577082
6747,9577090
6748,9577095
6749,9577100
6750,9577105
6751,9577105
6752,9577107
6753,9577110
6754,9577112
6755,9577114
6756,9577125
6758,9577149
6759,9577172
6760,9577174
6761,9577175
6764,9577223
6765,9577251
6766,9577252
6767,9577260
6768,9577265
6769,9577265
6771,9578342
6772,9578434
6773,9578434
6775,9578923
6776,9579283
6781,9579427
6784,9579829
6785,9579867
6786,9580305
6787,9580319
6790,9580359
6791,9580421
6794,9580555
6796,9580560
6798,9580751
6800,9580802
6802,9580846
6803,9580847
6804,9581001
6805,9581143
6807,9581188
6810,9581590
6811,9581592
6814,9581759
6815,9581838
6816,9581854
6817,9581854
6819,9581895
6820,9582414
6822,9583180
6823,9583200
6824,9583204
6825,9583246
6826,9583268
6827,9583270
6829,9583331
6833,9583356
6835,9583385
6837,9583392
6838,9583393
6839,9583406
6840,9583412
6841,9583435
6842,9583441
6843,9583453
6845,9583481
6847,9583500
6848,9583502
6849,9583504
6850,9583505
6851,9583509
6852,9583517
6853,9583526
6855,9583538
6856,9583570
6858,9583601
6859,9583608
6860,9583629
6861,9583630
6862,9583632
6863,9583633
6864,9583634
6866,9583642
6867,9583655
6868,9583656
6871,9583671
6872,9583694
6873,9583702
6875,9583722
6876,9583723
6877,9583723
6878,9583726
6881,9584088
6882,9584744
6883,9584750
6884,9585666
6885,9585736
6886,9585840
6889,9586044
6891,9586814
6893,9586826
6894,9586972
6895,9587071
6899,9587089
6903,9587842
6904,9588073
6905,9588077
6906,9588079
6908,9588084
6909,9588105
6912,9588274
6913,9588298
6914,9588327
6915,9588386
6917,9589094
6918,9589603
6919,9589621
6920,9589651
6921,9589668
6922,9589675
6923,9589695
6924,9589696
6925,9589699
6926,9589733
6927,9589764
6928,9589787
6929,9589790
6930,9589801
6931,9589805
6932,9589810
6933,9589853
6934,9589882
6935,9589887
6936,9589893
6937,9589954
6939,9589963
6940,9589968
6941,9589972
6942,9589974
6943,9589988
6944,9589989
6945,9589993
6946,9589998
6947,9590005
6948,9590011
6949,9590021
6951,9590049
6952,9590078
6953,9590081
6954,9590084
6957,9590098
6958,9590109
6959,9590111
6960,9590112
6962,9590114
6963,9590117
6964,9590118
6966,9590136
6967,9590136
6968,9590153
6969,9590175
6971,9590187
6975,9590392
6976,9590514
6977,9590652
6979,9591316
6980,9591318
