,LEGAL_BUSINESS_NAME,DBA_NAME,PHYSICAL_ADDRESS_LINE_1,PHYSICAL_ADDRESS_LINE_2,PHYSICAL_ADDRESS_CITY,PHYSICAL_ADDRESS_PROVINCE_OR_STATE,PHYSICAL_ADDRESS_ZIP,PHYSICAL_ADDRESS_ZIP4,PHYSICAL_ADDRESS_COUNTRY_CODE,ENTITY_CONGRESSIONAL_DISTRICT,CORPORATE_URL,ENTITY_STRUCTURE,STATE_OF INC,COUNTRY_OF_INC,0
144804,"VARIAN MEDICAL SYSTEMS, INC.",,660 N MCCARTHY BLVD,,MILPITAS,CA,95035,5122.0,USA,17.0,,2L,DE,USA,"['https://www.varian.com/?multilink=switch', 'https://en.wikipedia.org/wiki/Varian_Medical_Systems', 'https://www.varian.com/about-varian/careers?multilink=switch', 'http://investors.varian.com/', 'https://www.varian.com/about-varian?multilink=switch', 'http://newsroom.varian.com/', 'https://www.varian.com/oncology/products?multilink=switch', 'https://www.glassdoor.com/Reviews/Varian-Medical-Systems-Reviews-E9111.htm', 'https://www.linkedin.com/company/varian-medical-systems', 'https://www.glassdoor.com/Overview/Working-at-Varian-Medical-Systems-EI_IE9111.11,33.htm']"
144875,MAVERICK CORPORATION,,11379 GROOMS RD,,BLUE ASH,OH,45242,1405.0,USA,2.0,,2L,OH,USA,"['http://www.maverickmolding.com/', 'http://www.maverickcorp.com/home.htm', 'http://www.maverickcorporation.com/', 'https://www.linkedin.com/company/maverick-corporation-ltd', 'http://www.maverickcorporation.com/staff-profiles/', 'http://www.compositesworld.com/suppliers/maver', 'http://www.renegadematerials.com/about-us/', 'https://www.linkedin.com/company/maverick-molding-company', 'http://www.renegadematerials.com/', 'https://www.linkedin.com/company/maverick-construction-corp.']"
144882,"AGILENT TECHNOLOGIES, INC.",,6392 VIA REAL,,CARPINTERIA,CA,93013,2921.0,USA,24.0,,2L,DE,USA,"['http://www.agilent.com/', 'http://careers.agilent.com/', 'https://en.wikipedia.org/wiki/Agilent_Technologies', 'http://www.investor.agilent.com/', 'https://www.linkedin.com/company/agilent-technologies', 'https://finance.yahoo.com/quote/A/', 'http://www.google.com/finance?q=NYSE:A', 'https://finance.yahoo.com/q?s=a', 'http://www.genomics.agilent.com/', 'https://www.glassdoor.com/Reviews/Agilent-Technologies-Reviews-E9711.htm']"
145619,"SWITLIK PARACHUTE COMPANY, INC.",SWITLIK SURVIVAL PRODUCTS,1325 E STATE ST,,TRENTON,NJ,8609,1615.0,USA,4.0,,2L,NJ,USA,"['http://www.switlik.com/', 'http://businessfinder.nj.com/3979886/Switlik-Parachute-Co-Inc-Trenton-NJ', 'http://www.switlik.com/contact', 'https://www.linkedin.com/company/switlik-parachute-company', 'http://www.switlik.com/information/ourstory', 'https://www.uscg.mil/hq/cg5/cg5214/docs/SWITLIK_ALERT_JUN08.pdf', 'http://www.switlik.com/information', 'http://www.officer.com/company/10030382/switlik-parachute-co-inc', 'https://en.wikipedia.org/wiki/Stanley_Switlik', 'https://www.facebook.com/SwitlikParachuteCompany/']"
145647,"LEXMARK INTERNATIONAL, INC.",LEXMARK,1100 15TH ST NW STE 700,,WASHINGTON,DC,20005.0,1760.0,USA,98.0,,2L,DE,USA,"['https://www.lexmark.com/', 'http://www.lexmark.com/en_us/about/company.html', 'https://www.lexmark.com/en_us/contact-us.html', 'https://en.wikipedia.org/wiki/Lexmark', 'https://www.supremecourt.gov/opinions/16pdf/15-1189_ebfj.pdf', 'https://www.linkedin.com/company/lexmark', 'http://www.scotusblog.com/case-files/cases/impression-products-inc-v-lexmark-international-inc/', 'https://www.fool.com/investing/2016/09/30/lexmark-international-inc-stock-jumps-as-buyout-lo.aspx', 'https://finance.yahoo.com/q?s=lxk', 'http://www.google.com/finance?q=NYSE:LXK']"
145791,STRASBAUGH,,825 BUCKLEY RD,,SAN LUIS OBISPO,CA,93401,8130.0,USA,24.0,,2L,CA,USA,"['http://www.revasum.com/', 'http://www.strasbaughfinancial.com/', 'https://www.crunchbase.com/organization/strasbaugh', 'http://www.ballardspahr.com/people/attorneys/strasbaugh_wayne.aspx', 'http://knowlton.osu.edu/people/strasbaugh', 'http://www.axustech.com/strasbaugh-model-7af-wafer-grinder-backgrinder', 'http://lnf-wiki.eecs.umich.edu/wiki/CMP_Strasbaugh_6EC', 'https://www.facebook.com/Paige4WHSB/', 'http://www.entrepix.com/cmp-polisher/strasbaugh/entrepix-strasbaugh-ntegrity6ds-sp.php', 'http://www.jenniferstrasbaugh.com/']"
145807,"RUDOLPH TECHNOLOGIES, INC.",,16 JONSPIN RD,,WILMINGTON,MA,1887,1093.0,USA,6.0,,2L,DE,USA,"['http://www.rudolphtech.com/', 'https://en.wikipedia.org/wiki/Rudolph_Technologies,_Inc.', 'http://www.rudolphtech.com/careers', 'https://www.glassdoor.com/Reviews/Rudolph-Technologies-Reviews-E9815.htm', 'http://www.rudolphtech.com/locations', 'https://www.linkedin.com/company/rudolph-technologies', 'http://www.rudolphtech.com/company/', 'http://www.google.com/finance?q=NYSE:RTEC', 'https://finance.yahoo.com/quote/RTEC/', 'http://www.marketwatch.com/investing/stock/rtec']"
145814,"TPL, INC.",,3921 ACADEMY PKY NORTH NE,,ALBUQUERQUE,NM,87109.0,4416.0,USA,1.0,,2L,NM,USA,"['http://www.tplinc.com/', 'https://www.linkedin.com/company/tpl-inc-', 'http://www.tplinc.com/Contact_Us.html', 'https://www.manta.com/c/mm8r1s4/tpl-inc', 'http://www.tplinc.com/TPL__Inc_About_Us.html', 'http://www.globalspec.com/supplier/profile/TPL', 'https://m.facebook.com/Toiutestplinc/', 'https://cfpub.epa.gov/ncer_abstracts/index.cfm/fuseaction/display.institutionInfo/institution/3811', 'http://www.solutionstpl.com/', 'http://caselaw.findlaw.com/nm-supreme-court/1373796.html']"
145821,LUMINEX CORPORATION,,12212 TECHNOLOGY BLVD,,AUSTIN,TX,78727,6131.0,USA,31.0,,2L,DE,USA,"['https://www.luminexcorp.com/', 'https://en.wikipedia.org/wiki/Luminex_Corporation', 'https://www.luminexcorp.com/about-luminex/careers/open-positions/', 'https://www.linkedin.com/company/luminex-corporation', 'https://www.luminexcorp.com/contact-us/', 'https://finance.yahoo.com/quote/LMNX/', 'https://www.luminexcorp.com/eu/', 'https://www.facebook.com/LuminexCorp/', 'https://finance.yahoo.com/q?s=lmnx', 'http://phx.corporate-ir.net/phoenix.zhtml?c=79403&p=irol-news&nyo=0']"
145850,"PIXELLIGENT TECHNOLOGIES, LLC",,6411 BECKLEY ST HOLABIRD BUSINESS PARK,,BALTIMORE,MD,21224,,USA,3.0,,2K,VA,USA,"['http://www.pixelligent.com/', 'https://www.linkedin.com/company/pixelligent-technologies-llc', 'http://www.pixelligent.com/careers/', 'https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=33561451', 'http://www.pixelligent.com/products/', 'http://www.baltimoresun.com/business/bs-bz-pixelligent-raise-20160815-story.html', 'http://www.pixelligent.com/our-company/', 'https://www.americaninno.com/dc/baltimore-tech-pixelligent-technologies-raises-3-4-million/', 'http://jobs.jobvite.com/pixelligent/', 'https://www.linkedin.com/in/cbandeslinkedin']"
145864,"WILLIAMS INTERNATIONAL CO., L.L.C.",,2280 E W MAPLE RD,,WALLED LAKE,MI,48390,3828.0,USA,11.0,,ZZ,MI,USA,"['http://www.williams-int.com/', 'https://en.wikipedia.org/wiki/Williams_International', 'http://www.williams-int.com/contact', 'http://www.crainsdetroit.com/article/20170627/news/632626/williams-international-move-headquarters-former-pontiac-film-studio', 'http://www.williams-int.com/careers', 'http://www.crainsdetroit.com/article/20170312/news/170319961/williams-international-in-talks-for-plant-at-former-pontiac-film', 'http://www.williams-int.com/company', 'http://www.hoovers.com/company-information/cs/company-profile.williams_international_co_llc.b5b492842d1d38ec.html', 'https://www.glassdoor.com/Reviews/Williams-International-Reviews-E13544.htm', 'https://www.linkedin.com/company/williams-international']"
145871,TELEDYNE TECHNOLOGIES INCORPORATED,TELEDYNE JUDSON TECHNOLOGIES,221 COMMERCE DR,,MONTGOMERYVILLE,PA,18936,9641.0,USA,13.0,,2L,DE,USA,"['http://www.teledyne.com/', 'https://en.wikipedia.org/wiki/Teledyne_Technologies', 'http://www.teledyne.com/aboutus/aboutus.asp', 'http://www.teledynecareers.com/', 'http://www.teledyne.com/inquiries.asp', 'https://www.linkedin.com/company/teledyne-technologies-incorporated', 'http://www.teledyne.com/aboutus/companies.asp', 'https://finance.yahoo.com/quote/TDY/', 'http://www.teledyneems.com/', 'http://www.google.com/finance?q=NYSE:TDY']"
145873,"TDA RESEARCH, INC.",,12345 W 52ND AVE,,WHEAT RIDGE,CO,80033,1916.0,USA,7.0,,2L,CO,USA,"['http://tda.com/', 'https://www.linkedin.com/company/tda-research', 'https://cfpub.epa.gov/ncer_abstracts/index.cfm/fuseaction/display.institutionInfo/institution/3675', 'http://en.openei.org/wiki/TDA_Research,_Inc.', 'https://cfpub.epa.gov/ncer_abstracts/index.cfm/fuseaction/display.highlight/abstract/10482', 'http://www.nsti.org/directory/org.html?i=2283', 'https://www.netl.doe.gov/research/coal/carbon-capture/pre-combustion/regenerable-sorbent-tda', 'https://portal.nifa.usda.gov/web/crisprojectpages/1000153.html', 'https://www.researchgate.net/file.PostFileLoader.html?id=4f3e95fe7ef068f347000000&assetKey=AS%3A271742616965122%401441799896615', 'https://energy.gov/sites/prod/files/2014/06/f16/27-TDA%20AMO%20RD%20Project%20Peer%20Review%202014.pdf']"
145933,"MEASUREMENT SPECIALTIES, INC.",RTD COMPANY,1711 139TH LN NW,,ANDOVER,MN,55304,3926.0,USA,6.0,,2L,MN,USA,"['http://www.te.com/usa-en/products/brands/meas.html', 'https://www.linkedin.com/company/measurement-specialties-inc', 'https://www.digikey.com/en/supplier-centers/t/te-connectivity-measurement-specialties', 'http://www.mouser.com/measurement-specialties/', 'https://www.forbes.com/companies/measurement-specialties/', 'http://www.levelandpressure.com/', 'https://globenewswire.com/news-release/2014/08/26/661391/10096098/en/Measurement-Specialties-Shareholders-Approve-Merger-With-TE-Connectivity.html', 'http://www.levelandpressure.com/contact-us.aspx', 'http://investors.te.com/news-releases/press-release-details/2014/TE-Connectivity-Completes-Acquisition-of-Measurement-Specialties-Inc/default.aspx', 'http://www.annualreports.com/Company/measurement-specialties-inc']"
145934,"MEASUREMENT SPECIALTIES, INC.",,424 CROWN POINT CIR,,GRASS VALLEY,CA,95945,9089.0,USA,1.0,,2L,NJ,USA,"['http://www.te.com/usa-en/products/brands/meas.html', 'https://www.linkedin.com/company/measurement-specialties-inc', 'https://www.digikey.com/en/supplier-centers/t/te-connectivity-measurement-specialties', 'http://www.mouser.com/measurement-specialties/', 'https://www.forbes.com/companies/measurement-specialties/', 'http://www.levelandpressure.com/', 'https://globenewswire.com/news-release/2014/08/26/661391/10096098/en/Measurement-Specialties-Shareholders-Approve-Merger-With-TE-Connectivity.html', 'http://www.levelandpressure.com/contact-us.aspx', 'http://investors.te.com/news-releases/press-release-details/2014/TE-Connectivity-Completes-Acquisition-of-Measurement-Specialties-Inc/default.aspx', 'http://www.annualreports.com/Company/measurement-specialties-inc']"
145958,"NEXTEC APPLICATIONS, INC.",EPIC BY NEXTEC,11 TURNER DR,,GREENWICH,CT,6831.0,4415.0,USA,4.0,,2L,GA,USA,"['http://www.nextec.com/', 'https://www.linkedin.com/company/nextec-applications-inc-', 'http://www.nextec.com/contact.html', 'http://www.google.com/finance?cid=14300609', 'http://www.brookwoodcos.com/docs/hallwood-group-072007.pdf', 'https://www.law360.com/articles/601608/alston-bird-sued-for-allegedly-bungling-10m-ip-suit', 'https://www.ipethicslaw.com/alston-bird-prevails-in-10-million-patent-litigation-malpractice-suit/', 'http://www.brookwoodcos.com/docs/nextec-brookwood-12042013.pdf', 'https://seekingalpha.com/article/246656-hallwood-group-inc-undervalued-despite-litigation', 'https://www.reflexsourcing.com/']"
145959,"NEXTEC APPLICATIONS, INC.",,304 CONESTEE RD,,CONESTEE,SC,29636,0.0,USA,4.0,,2L,GA,USA,"['http://www.nextec.com/', 'https://www.linkedin.com/company/nextec-applications-inc-', 'http://www.nextec.com/contact.html', 'http://www.google.com/finance?cid=14300609', 'http://www.brookwoodcos.com/docs/hallwood-group-072007.pdf', 'https://www.law360.com/articles/601608/alston-bird-sued-for-allegedly-bungling-10m-ip-suit', 'https://www.ipethicslaw.com/alston-bird-prevails-in-10-million-patent-litigation-malpractice-suit/', 'http://www.brookwoodcos.com/docs/nextec-brookwood-12042013.pdf', 'https://seekingalpha.com/article/246656-hallwood-group-inc-undervalued-despite-litigation', 'https://www.reflexsourcing.com/']"
145967,CHAMPLAIN CABLE CORPORATION,,175 HERCULES DR,,COLCHESTER,VT,5446,5925.0,USA,0.0,,2L,DE,USA,"['https://www.champcable.com/', 'https://www.linkedin.com/company/champlain-cable-corporation', 'https://www.champcable.com/contact-us/', 'https://www.monster.com/jobs/c-champlain-cable-corporation-l-colchester,-vt.aspx', 'https://www.champcable.com/careers/', 'https://www.monster.com/jobs/c-champlain-cable-corporation.aspx', 'https://www.champcable.com/product/', 'https://www.nema.org/Manufacturers/Pages/Champlain-Cable-Corporation.aspx', 'http://www.vermontbiz.com/company/champlain-cable-corp', 'http://www.thomasnet.com/profile/10007766/champlain-cable-corporation.html']"
146028,"RICHTER PRECISION, INC.",,1021 COMMERCIAL AVE,,EAST PETERSBURG,PA,17520,1601.0,USA,16.0,,2L,PA,USA,"['http://www.richterprecision.com/', 'https://www.linkedin.com/company/richter-precision-inc', 'http://www.richterprecision.com/contact.html', 'https://www.facebook.com/Richter-Precision-Inc-733493560111509/', 'http://www.richterprecision.com/about.html', 'http://www.thomasnet.com/profile/00143178/richter-precision-inc.html', 'http://www.richterprecision.com/pvd-coatings.html', 'https://www.crunchbase.com/organization/richter-precision', 'https://www.yellowpages.com/clinton-township-mi/mip/richter-precision-inc-3082164', 'http://www.sciencedirect.com/science/article/pii/S187770581504446X']"
146601,"SIERRA LOBO, INC.",,102 PINNACLE DR,,FREMONT,OH,43420,7400.0,USA,4.0,,2L,OH,USA,"['http://www.sierralobo.com/', 'https://www.linkedin.com/company/sierra-lobo-inc', 'http://www.sierralobo.com/careers/employment-opportunities/', 'http://www.supremecourt.ohio.gov/rod/docs/pdf/0/2016/2016-Ohio-5027.pdf', 'http://www.sierralobo.com/about-us/', 'https://www.facebook.com/sierralobo/', 'http://www.sierralobo.com/office-locations/', 'https://www.sba.gov/sba-100/sierra-lobo-inc', 'https://twitter.com/sierralobo?lang=en', 'http://www.payscale.com/research/US/Employer=Sierra_Lobo_Inc/Salary']"
146622,CHEVRON U.S.A. INC.,CHEVRON,6001 BOLLINGER CANYON RD,,SAN RAMON,CA,94583,2324.0,USA,15.0,,2L,DE,USA,"['https://www.chevron.com/', 'https://supreme.justia.com/cases/federal/us/467/837/case.html', 'https://www.chevron.com/worldwide/united-states', 'https://en.wikipedia.org/wiki/Chevron_Corporation', 'https://www.law.cornell.edu/supremecourt/text/467/837', 'https://en.wikipedia.org/wiki/Chevron_U.S.A.,_Inc._v._Natural_Resources_Defense_Council,_Inc.', 'https://www.oyez.org/cases/2004/04-163', 'https://www.law.cornell.edu/supct/html/04-163.ZS.html', 'http://www.hoovers.com/company-information/cs/company-profile.chevron_usa_inc.da7d025f84cc2a7b.html', 'https://www.chevrontexacocards.com/']"
147043,"ABT, INC.",,259 MURDOCK RD,,TROUTMAN,NC,28166,9695.0,USA,9.0,,2L,NC,USA,"['https://www.abtdrains.com/', 'http://www.abt.com/help/why-shop-abt', 'https://www.abtdrains.com/products/precast-trench-drain/polydrain/', 'http://www.abt.com/', 'https://www.abtdrains.com/contact/', 'http://www.abt-mfg.com/', 'http://www.abtinc.com/', 'http://www.abtassociates.com/', 'http://www.abtinc.com/about.php', 'https://www.linkedin.com/company/abt-inc']"
147459,L-3 COMMUNICATIONS CORPORATION,L-3 COMMUNICATIONS CORPORATION ADVANCED LASER SYSTEMS TECHNOLOGY DIVISION,2500 N ORANGE BLOSSOM TRL,,ORLANDO,FL,32804,4807.0,USA,10.0,,2L,DE,USA,"['https://www.l3t.com/', 'https://en.wikipedia.org/wiki/L3_Technologies', 'https://www.l3t.com/careers', 'http://www2.l-3com.com/csw/', 'https://www.l3t.com/about-l-3', 'http://www2.l-3com.com/cs-east/', 'http://www2.l3t.com/csw', 'https://www.l-3avionics.com/', 'http://www2.l-3com.com/AVISYS/index.html', 'http://www.sds.l-3com.com/']"
147485,NLIGHT PHOTONICS CORPORATION,NLIGHT,5408 NE 88TH ST BLDG E,,VANCOUVER,WA,98665.0,990.0,USA,3.0,,2L,DE,USA,"['http://www.nlight.net/', 'https://www.rp-photonics.com/bg/profiles/nlight_photonics.html', 'http://www.nlight.net/contact/worldwide', 'https://www.linkedin.com/company/nlight', 'http://www.nlight.net/careers/', 'https://en.wikipedia.org/wiki/NLight', 'http://www.nlight.net/contact.php', 'https://www.crunchbase.com/organization/nlight', 'http://www.payscale.com/research/US/Employer=Nlight_Photonics_Corporation/Salary', 'https://www.youtube.com/watch?v=FhR9Bj5sDBg']"
147610,DREXEL UNIVERSITY,OFFICE OF STUDENT ACCOUNTS,3141 CHESTNUT ST,,PHILADELPHIA,PA,19104,2816.0,USA,2.0,,ZZ,PA,USA,"['http://drexel.edu/', 'https://en.wikipedia.org/wiki/Drexel_University', 'https://online.drexel.edu/', 'https://www.usnews.com/best-colleges/drexel-university-3256', 'https://www.facebook.com/drexeluniv/', 'http://www.drexeldragons.com/', 'http://www.lebow.drexel.edu/', 'https://www.niche.com/colleges/drexel-university/', 'http://sacramento.drexel.edu/', 'https://www.library.drexel.edu/']"
147750,SUNSHINE RAISIN CORPORATION,NATIONAL RAISIN COMPANY,626 S 5TH ST,,FOWLER,CA,93625.0,9745.0,USA,21.0,,2L,CA,USA,"['http://www.nationalraisin.com/', 'http://www.vault.com/company-profiles/food-beverage/national-raisin-company/company-overview', 'https://www.linkedin.com/company/national-raisin-company', 'https://en.wikipedia.org/wiki/Sunshine_Biscuits', 'https://www.linkedin.com/in/clintweiler', 'http://norcalrecord.com/stories/511118894-california-raisin-growers-association-inc-alleges-it-is-owed-more-than-500-000', 'http://www.lakecountrycandies.com/', 'http://www.thepacker.com/fruit-vegetable-news/Raisin-godfather-dies-at-80-239486121.html', 'https://en.wikipedia.org/wiki/Sun-Maid', 'http://www.sunmaid.com/']"
148259,"INTEGRATED BIOSYSTEMS, INC.",,10143 BROADSWORD DR,,BRISTOW,VA,20136,5611.0,USA,1.0,,2L,VA,USA,"['http://ibs001.businesscatalyst.com/', 'https://www.linkedin.com/company/integrated-biosystems-inc.', 'http://www.integratedbio.com/', 'https://www.sartorius.com/', 'https://en.wikipedia.org/wiki/The_Environmental_Institute', 'http://www.igbiosystems.com/', 'https://www.youtube.com/watch?v=Tctb-32DCYY', 'https://www.massbio.org/member/integral-biosystems-llc-43875', 'http://www.promega.com/aboutus/press-releases/2009/20090803_turner/', 'https://www.thermofisher.com/us/en/home/brands/applied-biosystems.html']"
148459,"SECOND SIGHT MEDICAL PRODUCTS, INC.",,12744 SAN FERNANDO RD STE 400,,SYLMAR,CA,91342,3859.0,USA,29.0,,2L,CA,USA,"['http://www.secondsight.com/', 'http://investors.secondsight.com/', 'https://finance.yahoo.com/q?s=eyes', 'http://investors.secondsight.com/releases.cfm?view=all', 'https://www.linkedin.com/company/second-sight-medical-products', 'https://www.facebook.com/SecondSightArgus/', 'http://www.marketwatch.com/investing/stock/eyes', 'http://www.google.com/finance?q=NASDAQ:EYES', 'https://www.fool.com/investing/general/2015/03/12/why-second-sight-medical-products-inc-is-tumbling.aspx', 'http://www.nasdaq.com/markets/ipos/company/second-sight-medical-products-inc-599854-76175']"
148543,"FIBERGUIDE INDUSTRIES, INC.",,1 BAY ST STE 1,,STIRLING,NJ,7980,1529.0,USA,7.0,,2L,DE,USA,"['http://www.fiberguide.com/', 'https://www.linkedin.com/company/fiberguide-industries', 'http://www.fiberguide.com/about-fiberguide/', 'http://www.halma.com/sectors/environmental-and-analysis/fiberguide-industries-inc', 'http://www.fiberguide.com/contact/', 'http://halmapr.com/news/fiberguide/', 'http://www.fiberguide.com/product/', 'https://www.fiberguide.com/wp-content/uploads/2012/01/Assemblies-rev-12-4-20091.pdf', 'http://www.thomasnet.com/profile/00583351/fiberguide-industries-inc.html', 'https://www.fiberguide.com/wp-content/uploads/2013/02/Fiberguide-Overview-013113.pdf']"
148670,"NEW HEALTH SCIENCES, INC.",,6903 ROCKLEDGE DR STE 230,,BETHESDA,MD,20817,1866.0,USA,8.0,,2L,DE,USA,"['http://newhealthsciences.com/', 'https://www.linkedin.com/company/new-health-sciences-inc.', 'http://newhealthsciences.com/nhsi-relaunches-manufacturing-facility-in-avon-ma/', 'https://www.massbio.org/member/new-health-sciences-inc-43638', 'http://newhealthsciences.com/contact/', 'https://www.crunchbase.com/organization/new-health-sciences', 'http://newhealthsciences.com/company/', 'http://www.prnewswire.com/news-releases/new-health-sciences-initiates-clinical-trial-for-the-hemanext-rbc-processing-system-300471090.html', 'http://medcitynews.com/2014/01/los-alamos-blood-banks/', 'http://www.prnewswire.com/news-releases/new-health-sciences-awarded-3-million-nih-grant-to-commercialize-hemanext-300258332.html']"
148688,"NEXTECH MATERIALS, LTD.",NEXCERIS,404 ENTERPRISE DR,,LEWIS CENTER,OH,43035,9423.0,USA,12.0,,2K,OH,USA,"['http://nexceris.com/news/nextech-materials/', 'https://www.linkedin.com/company/nextech-materials-ltd.', 'http://www.fuelcellmarkets.com/nextech_materials/products_and_services/3,1,722,17,27861.html?subsite=722&language=1', 'https://fuelcellmaterials.com/about-us/', 'http://www.sciencedirect.com/science/article/pii/S1464285912701608', 'https://www.netl.doe.gov/research/coal/project-information/proj?k=SC0008203', 'http://www.statler.wvu.edu/faculty-staff/faculty/edward-sabolsky', 'https://www.netl.doe.gov/File%20Library/Research/Coal/energy%20systems/fuel%20cells/proceedings/NexTech-poster.pdf', 'http://www.h2fc-fair.com/hm11/exhibitors/nextech.html', 'http://www.fuelcellcorridor.com/the-fuel-cell-corridor-map']"
148839,ELECTRO OPTICAL SCIENCES INC.,,8704 SIDE SADDLE RD,,SPRINGFIELD,VA,22152,2731.0,USA,11.0,,ZZ,VA,USA,"['http://www.biospace.com/company_profile.aspx?CompanyId=993820', 'http://www.psicorp.com/careers/open-positions/406841', 'https://www.electro-optical.com/', 'http://www.opticalsciences.com/', 'https://www.melafind.com/', 'https://www.amazon.com/Electro-Optical-Displays-Optical-Science-Engineering/dp/0824786955', 'https://en.wikipedia.org/wiki/David_L._Fried', 'https://www.linkedin.com/jobs/view/404838650', 'https://www.optics.arizona.edu/academics/degree-programs/master-science-optical-sciences', 'http://os.tnw.utwente.nl/']"
148965,"PROTON ENERGY SYSTEMS, INC.",PROTON ONSITE,10 TECHNOLOGY DR,,WALLINGFORD,CT,6492,1955.0,USA,3.0,,ZZ,CT,USA,"['http://www.protononsite.com/', 'https://www.linkedin.com/company/proton-energy-systems', 'https://energy.gov/sites/prod/files/2014/03/f11/sbir_proton.pdf', 'https://www.linkedin.com/company/proton-energy-systems-inc.', 'http://www.protonenergy.com/news-events/proton-onsite-awarded-13-megawatt-electrolyzers', 'http://www.courant.com/business/hc-proton-energy-sale-20170228-story.html', 'https://www.facebook.com/protononsite/', 'http://www.fuelcellmarkets.com/Proton_OnSite_Hydrogen_Electrolysers_Fuelling/news_and_information/3,1,427,1,27704.html', 'https://www.gasworld.com/nel-acquires-proton-onsite/2012338.article', 'http://www.protonenergy.com/news-events/nel-asa-acquires-proton-onsite-create-worlds-largest-electrolyser-company-and-launches']"
149395,"SENSOR ELECTRONIC TECHNOLOGY, INC.",,110 ATLAS CT,,COLUMBIA,SC,29209,2476.0,USA,6.0,,2L,NY,USA,"['http://www.se-ti.com/', 'http://www.s-et.com/products/', 'https://www.linkedin.com/company/sensor-electronic-technology-inc', 'http://www.s-et.com/about-us.html', 'https://www.facebook.com/SensorElectronicTechnologyInc/', 'http://www.s-et.com/careers.html', 'http://www.thomasnet.com/profile/30432551/sensor-electronic-technology-inc.html', 'https://www.aptechnologies.co.uk/suppliers/sensor-electronic-technology', 'http://www.mashburnconstruction.com/LiteratureRetrieve.aspx?ID=180299', 'http://www.manta.com/c/mr0bn0j/sensor-electronic-technology-inc']"
149566,"RELYPSA, INC.",,100 CARDINAL WAY,,REDWOOD CITY,CA,94063,4755.0,USA,14.0,,2L,DE,USA,"['http://www.relypsa.com/', 'https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=38652417', 'http://www.relypsa.com/join-us/careers/', 'https://www.linkedin.com/company/relypsa', 'http://www.relypsa.com/who-we-are/about-us/', 'http://www.google.com/finance?q=NASDAQ:RLYP', 'http://www.relypsa.com/contact/', 'https://www.fool.com/investing/general/2016/05/23/why-relypsa-inc-is-moving-higher-today.aspx', 'http://bciq.biocentury.com/companies/relypsa_inc', 'https://www.fool.com/investing/general/2016/05/27/shares-of-relypsa-inc-are-surging-yet-again-heres.aspx']"
149700,"ADHESIVES RESEARCH, INC.",,400 SEAKS RUN RD,,GLEN ROCK,PA,17327,9500.0,USA,4.0,,2L,PA,USA,"['http://www.adhesivesresearch.com/', 'https://www.linkedin.com/company/adhesives-research-inc-', 'http://www.adhesivesresearch.com/home/careers/', 'http://www.packagingdigest.com/adhesives/adhesives-research-inc', 'http://www.adhesivesresearch.com/contact/', 'http://www.fabrico.com/about-fabrico/strategic-partners/adhesives-research', 'http://web.aimcal.org/COATINGS/Adhesives-Research,-Inc-5425', 'https://www.epa.gov/hwcorrectiveactionsites/hazardous-waste-cleanup-adhesive-research-incorporated-glen-rock', 'https://www.rdmag.com/company-profiles/adhesives-research-inc', 'https://www.afera.com/find-a-member/leden/adhesives-research-ireland-ltd.html']"
149717,"PEARSON EDUCATION, INC.",PEARSON,1900 E LAKE AVE,,GLENVIEW,IL,60025,2055.0,USA,9.0,,2L,MA,USA,"['https://www.pearson.com/', 'http://www.pearsonschool.com/', 'https://en.wikipedia.org/wiki/Pearson_Education', 'https://www.pearson.com/us/about.html', 'https://www.pearsonmylabandmastering.com/', 'https://www.pearsonhighered.com/revel/students/mobile-app/index.html', 'http://www.hoovers.com/company-information/cs/company-profile.pearson_education_inc.1e0ad1990328cafd.html', 'http://www.pearsonclinical.com/', 'https://www.teachersuccess.net/', 'http://www.peachpit.com/learnbyvideo']"
149890,CORNELL UNIVERSITY,CORNELL COOPERATIVE EXTENSION,121 SECOND ST RM 1,,ORISKANY,NY,13424,3921.0,USA,22.0,,ZZ,NY,USA,"['https://www.cornell.edu/', 'https://en.wikipedia.org/wiki/Cornell_University', 'https://www.cornell.edu/about/', 'https://www.facebook.com/Cornell/', 'https://www.cornell.edu/admissions/', 'https://www.usnews.com/best-colleges/cornell-university-2711', 'https://admissions.cornell.edu/', 'https://www2.vet.cornell.edu/', 'https://www.engineering.cornell.edu/', 'https://www.cs.cornell.edu/']"
152378,"PHENOMENEX, INC.",,411 MADRID AVE,,TORRANCE,CA,90501.0,1430.0,USA,43.0,,2L,CA,USA,"['http://www.phenomenex.com/', 'https://www.phenomenex.com/Home/ContactUs', 'https://en.wikipedia.org/wiki/Phenomenex', 'https://www.phenomenex.com/Home/News?id=Phenomenex_Opens_New_Office_in_India', 'https://www.glassdoor.com/Reviews/Phenomenex-Reviews-E263937.htm', 'http://www.selectscience.net/suppliers/phenomenex-inc/?compID=7242', 'http://www.biospace.com/News/phenomenex-inc-to-be-acquired-by-danaher/435530', 'https://www.linkedin.com/company/phenomenex', 'https://phenomenex.blob.core.windows.net/documents/e62d67d8-eef5-42f0-b829-4e188661ab57.pdf', 'http://phx.phenomenex.com/lib/TN93100312_w.pdf']"
